"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength","CollectedTestCases","SuitableTestModule","FoundTestCases"
"Init_Reuse_0.3_Mut_8","docstring_parser.common","1615366697299163298","197","121566918406","0.3888888888888889","4","75","0","0","4","75","","False",""
"Init_Reuse_0.5_Mut_0","docstring_parser.numpydoc","1615365890201169277","151","121989175184","0.6923076923076923","11","156","9","125","2","31","0","True","16"
"Init_Reuse_0.3_Mut_4","docstring_parser.common","1615366248318060050","145","121763197833","0.3888888888888889","2","68","0","0","2","68","","False",""
"Init_Reuse_0.3_Mut_8","docstring_parser.rest","1615366698679441254","121","123128131072","0.5111111111111111","9","172","3","40","6","132","1","True","11"
"Init_Reuse_0.5_Mut_0","docstring_parser.styles","1615365890200616588","0","8060655654","1.0","5","5","5","5","0","0","","False",""
"Init_Reuse_0.3_Mut_4","docstring_parser.parser","1615366263892595970","261","121542801214","0.2727272727272727","8","20","8","20","0","0","0","True","3"
"Init_Reuse_0.7_Mut_0","docstring_parser.google","1615365996318562939","359","121686961777","0.3068181818181818","3","32","3","32","0","0","1","True","13"
"Init_Reuse_0.9_Mut_0","docstring_parser.numpydoc","1615366136258394593","165","121843455195","0.6923076923076923","10","131","8","114","2","17","0","True","16"
"Init_Reuse_0.9_Mut_4","docstring_parser.google","1615366590520504131","227","121304463785","0.3068181818181818","7","43","6","30","1","13","1","True","13"
"Init_Reuse_0.7_Mut_8","docstring_parser.rest","1615366919901545326","181","122346273025","0.5111111111111111","10","137","2","27","8","110","1","True","11"
"Init_Reuse_0.5_Mut_8","docstring_parser.numpydoc","1615366832958474974","118","122318081009","0.6923076923076923","11","206","9","142","2","64","0","True","16"
"Init_Reuse_0.3_Mut_0","docstring_parser.google","1615365780580906863","212","121436772608","0.3068181818181818","9","35","7","28","2","7","1","True","13"
"Init_Reuse_0.9_Mut_4","docstring_parser.styles","1615366590866106929","0","7475874344","1.0","4","4","4","4","0","0","","False",""
"Init_Reuse_0.5_Mut_8","docstring_parser.rest","1615366832955766338","161","122360399559","0.5111111111111111","11","170","5","76","6","94","1","True","11"
"Init_Reuse_0.3_Mut_0","docstring_parser.numpydoc","1615365781231062239","108","125182808840","0.5897435897435898","13","232","11","164","2","68","0","True","16"
"Init_Reuse_0.5_Mut_4","docstring_parser.styles","1615366371614081671","0","7103611221","1.0","8","8","8","8","0","0","","False",""
"Init_Reuse_0.5_Mut_4","docstring_parser.parser","1615366341584194340","346","121178365396","0.2727272727272727","4","9","4","9","0","0","0","True","3"
"Init_Reuse_0.3_Mut_4","docstring_parser.numpydoc","1615366251308147734","151","122516205578","0.6923076923076923","12","162","9","95","3","67","0","True","16"
"Init_Reuse_0.9_Mut_8","docstring_parser.google","1615367038012120064","275","121728154336","0.3068181818181818","7","37","6","32","1","5","1","True","13"
"Init_Reuse_0.0_Mut_0","docstring_parser.numpydoc","1615365712887878906","128","122289588445","0.6794871794871795","11","202","10","194","1","8","","",""
"Init_Reuse_0.7_Mut_4","docstring_parser.rest","1615366468739532959","277","123827217995","0.5111111111111111","9","94","2","32","7","62","1","True","11"
"Init_Reuse_0.0_Mut_0","docstring_parser.rest","1615365713868910676","143","122460119835","0.5111111111111111","10","191","2","21","8","170","","",""
"Init_Reuse_0.7_Mut_0","docstring_parser.rest","1615366009864708028","170","121852523963","0.5111111111111111","5","93","3","46","2","47","1","True","11"
"Init_Reuse_0.5_Mut_8","docstring_parser.common","1615366832957809098","142","121847099086","0.3888888888888889","4","108","0","0","4","108","","False",""
"Init_Reuse_0.3_Mut_0","docstring_parser.styles","1615365779048801539","0","9385945446","1.0","7","7","7","7","0","0","","False",""
"Init_Reuse_0.5_Mut_8","docstring_parser.google","1615366831422881474","243","122580398075","0.3068181818181818","12","47","11","43","1","4","1","True","13"
"Init_Reuse_0.3_Mut_0","docstring_parser.common","1615365781230706284","161","121210005940","0.3888888888888889","4","83","0","0","4","83","","False",""
"Init_Reuse_0.7_Mut_8","docstring_parser.parser","1615366907901493442","309","121221214347","0.2727272727272727","3","8","3","8","0","0","0","True","3"
"Init_Reuse_0.9_Mut_0","docstring_parser.google","1615366134306314646","599","121779755700","0.3181818181818182","2","17","1","11","1","6","1","True","13"
"Init_Reuse_0.9_Mut_4","docstring_parser.numpydoc","1615366588519252036","148","122038914588","0.6794871794871795","11","150","9","116","2","34","0","True","16"
"Init_Reuse_0.3_Mut_4","docstring_parser.rest","1615366248967217803","122","122489671716","0.5111111111111111","7","195","3","60","4","135","1","True","11"
"Init_Reuse_0.7_Mut_0","docstring_parser.common","1615366017226483016","138","121704839643","0.3888888888888889","7","153","0","0","7","153","","False",""
"Init_Reuse_0.3_Mut_4","docstring_parser.google","1615366251308491293","374","122511435483","0.29545454545454547","4","23","3","18","1","5","1","True","13"
"Init_Reuse_0.5_Mut_0","docstring_parser.parser","1615365888178362873","191","121440339201","0.2727272727272727","7","18","7","18","0","0","0","True","3"
"Init_Reuse_0.3_Mut_8","docstring_parser.parser","1615366698609005164","213","121192583267","0.2727272727272727","10","24","10","24","0","0","0","True","3"
"Init_Reuse_0.3_Mut_8","docstring_parser.google","1615366709008204648","363","122075326430","0.3068181818181818","3","26","2","20","1","6","1","True","13"
