"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength","CollectedTestCases","SuitableTestModule","FoundTestCases"
"Init_Reuse_0.9_Mut_0","docstring_parser.styles","1615373112571503710","0","8875888446","1.0","5","5","5","5","0","0","","False",""
"Init_Reuse_0.9_Mut_0","docstring_parser.common","1615373142588812230","127","122025253138","0.3888888888888889","9","207","0","0","9","207","","False",""
"Init_Reuse_0.3_Mut_0","docstring_parser.parser","1615372744338212386","316","123015796736","0.2727272727272727","2","6","2","6","0","0","0","True","3"
"Init_Reuse_0.9_Mut_0","docstring_parser.parser","1615373094152872980","209","121152348544","0.2727272727272727","7","22","7","22","0","0","0","True","3"
"Init_Reuse_0.9_Mut_8","docstring_parser.rest","1615374033610009292","239","121664130530","0.5333333333333333","9","106","3","13","6","93","1","True","11"
"Init_Reuse_0.5_Mut_0","docstring_parser.rest","1615372905793409675","149","122469555569","0.5111111111111111","5","113","2","13","3","100","1","True","11"
"Init_Reuse_0.0_Mut_0","docstring_parser.parser","1615372675576659047","229","121152185916","0.2727272727272727","8","21","8","21","0","0","","",""
"Init_Reuse_0.7_Mut_4","docstring_parser.styles","1615373445832024313","0","8119418743","1.0","7","7","7","7","0","0","","False",""
"Init_Reuse_0.0_Mut_0","docstring_parser.styles","1615372675404446402","0","7136089389","1.0","9","9","9","9","0","0","","",""
"Init_Reuse_0.7_Mut_4","docstring_parser.google","1615373470228979108","241","123980697854","0.3181818181818182","10","55","10","55","0","0","1","True","13"
"Init_Reuse_0.7_Mut_0","docstring_parser.numpydoc","1615373029715097678","159","123641757156","0.6410256410256411","12","148","11","146","1","2","0","True","16"
"Init_Reuse_0.3_Mut_8","docstring_parser.numpydoc","1615373696002228318","163","121989465244","0.6794871794871795","12","154","9","104","3","50","0","True","16"
"Init_Reuse_0.7_Mut_8","docstring_parser.numpydoc","1615373966149372378","129","124432123960","0.6794871794871795","10","167","8","124","2","43","0","True","16"
"Init_Reuse_0.9_Mut_4","docstring_parser.rest","1615373596958191362","299","121641372106","0.5111111111111111","8","93","3","34","5","59","1","True","11"
"Init_Reuse_0.5_Mut_4","docstring_parser.google","1615373344472244797","212","122065750571","0.3068181818181818","8","36","8","36","0","0","1","True","13"
"Init_Reuse_0.7_Mut_8","docstring_parser.google","1615373969253487663","373","121820571224","0.3068181818181818","3","18","2","10","1","8","1","True","13"
"Init_Reuse_0.9_Mut_4","docstring_parser.parser","1615373573327638702","304","121119353901","0.2727272727272727","5","13","5","13","0","0","0","True","3"
