"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength"
"Seed_Prob_0_9","pypara.monetary","1615568571887427231","116","122431656280","0.2138157894736842","20","168","18","141","2","27"
"Seed_Prob_0_3","pypara.dcc","1615567818804254092","164","124444070800","0.1977401129943503","10","49","10","49","0","0"
"Seed_Prob_0_6","pypara.exchange","1615568225516203039","183","121167350011","0.21739130434782608","8","25","8","25","0","0"
"Seed_Prob_0_3","pypara.commons.numbers","1615567818707074736","0","7604079325","1.0","3","20","1","5","2","15"
"Seed_Prob_0_8","pypara.dcc","1615568457320461478","133","121865904412","0.20903954802259886","14","50","14","50","0","0"
"Seed_Prob_0_6","pypara.commons.numbers","1615568224736742462","0","6916992910","1.0","6","84","2","24","4","60"
"Seed_Prob_0_2","pypara.exchange","1615567691910327848","260","121227863914","0.21739130434782608","4","16","4","16","0","0"
"Seed_Prob_0_2","pypara.commons.numbers","1615567716613870159","0","7887808299","1.0","3","62","1","2","2","60"
"Seed_Prob_0_0","pypara.exchange","1615567428060988224","245","122036439704","0.21739130434782608","6","14","6","14","0","0"
"Seed_Prob_0_0","pypara.commons.numbers","1615567427791838591","0","7310651857","1.0","4","64","2","17","2","47"
"Seed_Prob_0_5","pypara.monetary","1615568086547738655","107","124311784630","0.21710526315789475","20","203","16","136","4","67"
"Seed_Prob_0_7","pypara.commons.errors","1615568300871783846","181","121924575562","0.2857142857142857","3","70","0","0","3","70"
"Seed_Prob_0_4","pypara.commons.errors","1615567948682496584","178","121984386583","0.2857142857142857","7","122","0","0","7","122"
"Seed_Prob_0_1","pypara.monetary","1615567583933868173","131","123722818187","0.23026315789473684","17","157","14","138","3","19"
"Seed_Prob_0_8","pypara.commons.numbers","1615568457540889194","0","7841876592","1.0","7","111","2","30","5","81"
"Seed_Prob_0_6","pypara.dcc","1615568216100953698","137","122322760362","0.2033898305084746","13","53","13","53","0","0"
"Seed_Prob_0_3","pypara.commons.errors","1615567840959403304","191","122426970242","0.2857142857142857","7","105","0","0","7","105"
"Seed_Prob_0_8","pypara.exchange","1615568453953645009","218","121748379731","0.21739130434782608","5","13","5","13","0","0"
"Seed_Prob_0_7","pypara.dcc","1615568289861117438","122","121736250770","0.1977401129943503","13","64","12","50","1","14"
"Seed_Prob_0_7","pypara.commons.numbers","1615568290013206854","0","6157079357","1.0","3","35","3","35","0","0"
"Seed_Prob_0_4","pypara.monetary","1615567923660527818","135","122506139973","0.20723684210526316","14","154","12","130","2","24"
"Seed_Prob_0_0","pypara.dcc","1615567428987224676","108","122836395195","0.2033898305084746","12","51","12","51","0","0"
"Seed_Prob_0_2","pypara.dcc","1615567691982086039","138","121928788050","0.1977401129943503","11","42","11","42","0","0"
"Seed_Prob_0_1","pypara.commons.numbers","1615567581311560638","0","8149183318","1.0","6","50","4","21","2","29"
"Seed_Prob_0_1","pypara.dcc","1615567580249059745","113","123634982416","0.192090395480226","12","39","12","39","0","0"
"Seed_Prob_0_4","pypara.dcc","1615567927921462554","130","122150772854","0.2033898305084746","13","48","13","48","0","0"
"Seed_Prob_0_0","pypara.monetary","1615567434977614401","116","123583502276","0.2236842105263158","19","207","19","207","0","0"
"Seed_Prob_0_5","pypara.commons.numbers","1615568076074439466","0","10666808537","1.0","6","98","4","44","2","54"
"Seed_Prob_0_5","pypara.dcc","1615568074657419801","159","123292211592","0.2033898305084746","13","62","13","62","0","0"
"Seed_Prob_0_2","pypara.monetary","1615567654281429831","108","123949184303","0.23355263157894737","19","193","17","168","2","25"
"Seed_Prob_0_3","pypara.monetary","1615567841110248544","130","124120637561","0.23355263157894737","18","177","16","148","2","29"
"Seed_Prob_0_8","pypara.commons.errors","1615568465519904293","197","122931287029","0.2857142857142857","3","73","0","0","3","73"
"Seed_Prob_0_9","pypara.dcc","1615568577729846832","168","121602331470","0.2033898305084746","12","50","12","50","0","0"
"Seed_Prob_0_6","pypara.monetary","1615568225639570738","121","122398629758","0.2138157894736842","19","181","17","165","2","16"
"Seed_Prob_0_3","pypara.exchange","1615567815516085410","268","121694705461","0.21739130434782608","3","14","3","14","0","0"
"Seed_Prob_0_9","pypara.commons.numbers","1615568565360733522","0","7545335657","1.0","6","51","5","33","1","18"
"Seed_Prob_0_2","pypara.commons.errors","1615567654415089451","260","121410282697","0.2857142857142857","2","28","0","0","2","28"
"Seed_Prob_0_0","pypara.commons.errors","1615567432493913987","128","123064803399","0.2857142857142857","10","236","0","0","10","236"
"Seed_Prob_0_5","pypara.commons.errors","1615568086219013327","137","123712525795","0.2857142857142857","5","139","0","0","5","139"
"Seed_Prob_0_9","pypara.exchange","1615568566399418709","208","121236352087","0.21739130434782608","10","27","10","27","0","0"
"Seed_Prob_0_4","pypara.exchange","1615567928350980506","204","121717023742","0.21739130434782608","8","31","8","31","0","0"
"Seed_Prob_0_7","pypara.monetary","1615568300831022038","149","123377164453","0.24013157894736842","18","180","14","149","4","31"
"Seed_Prob_0_4","pypara.commons.numbers","1615567948421290833","0","6602795389","1.0","4","55","3","48","1","7"
"Seed_Prob_0_1","pypara.commons.errors","1615567581352002227","184","124892987761","0.2857142857142857","10","142","0","0","10","142"
"Seed_Prob_0_1","pypara.exchange","1615567580309975643","173","121863500292","0.21739130434782608","9","25","9","25","0","0"
"Seed_Prob_0_7","pypara.exchange","1615568289880102888","195","121412587450","0.21739130434782608","7","30","7","30","0","0"
"Seed_Prob_0_9","pypara.commons.errors","1615568571685366860","175","121573273973","0.2857142857142857","4","96","0","0","4","96"
"Seed_Prob_0_8","pypara.monetary","1615568443342611420","149","122918380746","0.2598684210526316","19","197","14","171","5","26"
"Seed_Prob_0_6","pypara.commons.errors","1615568217018864731","375","121954360778","0.2857142857142857","1","2","0","0","1","2"
