"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength","CollectedTestCases","SuitableTestModule","FoundTestCases"
"Init_Reuse_0.5_Mut_4","flutes.structure","1615362982177239534","183","125992287497","0.43661971830985913","10","80","10","80","0","0","1","True","4"
"Init_Reuse_0.7_Mut_8","flutes.run","1615363514016187688","202","121456955963","0.1","9","46","9","46","0","0","0","True","1"
"Init_Reuse_0.5_Mut_8","flutes.timing","1615363427973347922","165","121992226770","0.5","4","96","0","0","4","96","1","True","1"
"Init_Reuse_0.3_Mut_4","flutes.structure","1615362842133553207","237","121291122698","0.4507042253521127","8","72","5","36","3","36","1","True","4"
"Init_Reuse_0.9_Mut_4","flutes.iterator","1615363203360000720","189","121853263965","0.3813559322033898","13","101","13","101","0","0","5","True","9"
"Init_Reuse_0.3_Mut_4","flutes.math","1615362869091343812","0","5021519526","1.0","3","14","1","7","2","7","1","True","1"
"Init_Reuse_0.7_Mut_0","flutes.run","1615362646834485069","192","121724653726","0.1","7","32","7","32","0","0","0","True","1"
"Init_Reuse_0.5_Mut_0","flutes.exception","1615362541264333712","208","122411446170","0.1346153846153846","9","85","0","0","9","85","7","True","7"
"Init_Reuse_0.7_Mut_0","flutes.exception","1615362643880538094","229","122243928041","0.1346153846153846","7","33","0","0","7","33","7","True","7"
"Init_Reuse_0.9_Mut_4","flutes.run","1615363187982313368","208","121514175632","0.1","8","47","8","47","0","0","0","True","1"
"Init_Reuse_0.5_Mut_0","flutes.run","1615362530930817133","188","122548523991","0.1","7","54","7","54","0","0","0","True","1"
"Init_Reuse_0.5_Mut_8","flutes.structure","1615363382210926943","232","121707652309","0.39436619718309857","7","61","7","61","0","0","1","True","4"
"Init_Reuse_0.3_Mut_0","flutes.math","1615362395263690611","0","5397176915","1.0","7","44","4","31","3","13","1","True","1"
"Init_Reuse_0.9_Mut_0","flutes.timing","1615362762967383083","452","121662197820","0.5","8","27","0","0","8","27","1","True","1"
"Init_Reuse_0.3_Mut_0","flutes.exception","1615362386497235255","204","121587176895","0.1346153846153846","7","76","0","0","7","76","7","True","7"
"Init_Reuse_0.9_Mut_8","flutes.structure","1615363662352441051","231","121373980541","0.43661971830985913","9","73","9","73","0","0","1","True","4"
"Init_Reuse_0.0_Mut_0","flutes.timing","1615362345378011633","175","122695984184","0.5","6","125","0","0","6","125","","",""
"Init_Reuse_0.9_Mut_8","flutes.iterator","1615363595323579097","353","121661669050","0.4152542372881356","19","101","15","80","4","21","5","True","9"
"Init_Reuse_0.9_Mut_4","flutes.exception","1615363203360771349","238","121283118609","0.1346153846153846","4","32","0","0","4","32","7","True","7"
"Init_Reuse_0.5_Mut_8","flutes.math","1615363403742899939","0","5450608783","1.0","4","30","1","12","3","18","1","True","1"
"Init_Reuse_0.3_Mut_8","flutes.exception","1615363322223296652","206","121725311569","0.1346153846153846","4","75","0","0","4","75","7","True","7"
"Init_Reuse_0.3_Mut_8","flutes.iterator","1615363322286588425","159","122342574335","0.4067796610169492","15","108","12","95","3","13","5","True","9"
"Init_Reuse_0.3_Mut_8","flutes.run","1615363300235364829","209","122162266283","0.1","6","36","6","36","0","0","0","True","1"
"Init_Reuse_0.7_Mut_8","flutes.timing","1615363526542383009","167","123128334158","0.5","8","126","0","0","8","126","1","True","1"
"Init_Reuse_0.5_Mut_4","flutes.run","1615362997149904750","189","121942039233","0.1","10","64","10","64","0","0","0","True","1"
"Init_Reuse_0.7_Mut_8","flutes.iterator","1615363514067262941","146","121847285500","0.4152542372881356","13","79","13","79","0","0","5","True","9"
"Init_Reuse_0.0_Mut_0","flutes.math","1615362343382624628","0","7639876885","1.0","5","55","2","40","3","15","","",""
"Init_Reuse_0.9_Mut_8","flutes.exception","1615363616419176322","342","121452810012","0.1346153846153846","3","34","0","0","3","34","7","True","7"
"Init_Reuse_0.9_Mut_8","flutes.run","1615363647176186754","193","121290549935","0.1","6","49","6","49","0","0","0","True","1"
"Init_Reuse_0.7_Mut_4","flutes.timing","1615363061222287956","172","122239954164","0.5","10","179","0","0","10","179","1","True","1"
"Init_Reuse_0.9_Mut_0","flutes.math","1615362743259411613","0","1624230014","1.0","8","15","0","0","8","15","1","True","1"
"Init_Reuse_0.7_Mut_4","flutes.iterator","1615363080982346927","247","121948380843","0.3389830508474576","10","73","10","73","0","0","5","True","9"
"Init_Reuse_0.7_Mut_0","flutes.structure","1615362639381046627","367","121291981410","0.4084507042253521","6","48","6","48","0","0","1","True","4"
"Init_Reuse_0.5_Mut_8","flutes.run","1615363382013901627","235","121468351787","0.1","5","40","5","40","0","0","0","True","1"
"Init_Reuse_0.5_Mut_0","flutes.structure","1615362532126072499","248","123055149269","0.43661971830985913","9","72","8","61","1","11","1","True","4"
"Init_Reuse_0.9_Mut_4","flutes.structure","1615363177324031928","228","121249908052","0.4084507042253521","8","56","8","56","0","0","1","True","4"
"Init_Reuse_0.5_Mut_0","flutes.iterator","1615362542988879680","197","121583722819","0.4322033898305085","13","93","13","93","0","0","5","True","9"
"Init_Reuse_0.0_Mut_0","flutes.iterator","1615362351570249692","142","121816286685","0.3898305084745763","13","95","12","90","1","5","","",""
"Init_Reuse_0.9_Mut_8","flutes.timing","1615363614052794696","144","122220841463","0.5","7","200","0","0","7","200","1","True","1"
"Init_Reuse_0.5_Mut_4","flutes.iterator","1615362952526576380","214","121983153128","0.423728813559322","13","101","13","101","0","0","5","True","9"
"Init_Reuse_0.3_Mut_0","flutes.run","1615362409627590604","261","122327961460","0.1","4","33","4","33","0","0","0","True","1"
"Init_Reuse_0.7_Mut_4","flutes.run","1615363073405609282","221","123739139459","0.1","8","26","8","26","0","0","0","True","1"
"Init_Reuse_0.7_Mut_0","flutes.iterator","1615362621243953232","253","122014642678","0.4322033898305085","9","84","8","69","1","15","5","True","9"
"Init_Reuse_0.9_Mut_0","flutes.run","1615362763008559700","185","122382727147","0.1","8","35","7","28","1","7","0","True","1"
"Init_Reuse_0.7_Mut_4","flutes.structure","1615363074577558750","215","123102658238","0.43661971830985913","11","96","10","90","1","6","1","True","4"
"Init_Reuse_0.7_Mut_4","flutes.exception","1615363079117067229","283","121711166313","0.1346153846153846","10","73","0","0","10","73","7","True","7"
"Init_Reuse_0.0_Mut_0","flutes.run","1615362350613218553","194","121685493721","0.1","8","58","8","58","0","0","","",""
"Init_Reuse_0.5_Mut_0","flutes.math","1615362530856422924","0","7334727240","1.0","7","41","0","0","7","41","1","True","1"
"Init_Reuse_0.7_Mut_8","flutes.structure","1615363510080738897","365","122096520659","0.4507042253521127","10","59","6","30","4","29","1","True","4"
"Init_Reuse_0.9_Mut_4","flutes.math","1615363207761923884","0","8195604715","1.0","10","82","8","68","2","14","1","True","1"
"Init_Reuse_0.5_Mut_8","flutes.iterator","1615363396338038408","207","121945913261","0.4152542372881356","13","88","11","75","2","13","5","True","9"
"Init_Reuse_0.3_Mut_8","flutes.math","1615363309213567367","0","6570303894","1.0","5","55","3","27","2","28","1","True","1"
"Init_Reuse_0.3_Mut_8","flutes.structure","1615363298834869223","188","121912990298","0.4507042253521127","13","94","9","70","4","24","1","True","4"
"Init_Reuse_0.3_Mut_4","flutes.exception","1615362857821337663","93","122640671343","0.1346153846153846","10","273","0","0","10","273","7","True","7"
"Init_Reuse_0.7_Mut_8","flutes.exception","1615363514581240062","124","122573898407","0.1346153846153846","10","225","0","0","10","225","7","True","7"
"Init_Reuse_0.9_Mut_0","flutes.exception","1615362721668626129","298","121337317939","0.1346153846153846","9","45","0","0","9","45","7","True","7"
"Init_Reuse_0.5_Mut_4","flutes.math","1615362948302551819","0","7781987142","1.0","6","85","5","78","1","7","1","True","1"
"Init_Reuse_0.7_Mut_8","flutes.math","1615363526541671623","0","7956828893","1.0","1","8","1","8","0","0","1","True","1"
"Init_Reuse_0.7_Mut_0","flutes.math","1615362633999409188","0","2969653008","1.0","7","8","1","8","6","0","1","True","1"
"Init_Reuse_0.5_Mut_0","flutes.timing","1615362530932682215","675","121806336870","0.5","4","9","0","0","4","9","1","True","1"
"Init_Reuse_0.7_Mut_4","flutes.math","1615363073405087749","0","12538471041","1.0","10","92","8","73","2","19","1","True","1"
"Init_Reuse_0.7_Mut_0","flutes.timing","1615362643935444700","297","124472124947","0.5","7","66","0","0","7","66","1","True","1"
"Init_Reuse_0.0_Mut_0","flutes.structure","1615362358694841212","200","121431402905","0.4507042253521127","11","97","10","87","1","10","","",""
"Init_Reuse_0.3_Mut_0","flutes.iterator","1615362387528062094","187","121721058002","0.423728813559322","10","86","10","86","0","0","5","True","9"
"Init_Reuse_0.9_Mut_0","flutes.structure","1615362723491367710","393","121516806784","0.4507042253521127","6","56","6","56","0","0","1","True","4"
"Init_Reuse_0.3_Mut_0","flutes.timing","1615362395345890023","297","121542671741","0.5","8","64","0","0","8","64","1","True","1"
"Init_Reuse_0.5_Mut_4","flutes.exception","1615362951092318607","188","121415899541","0.1346153846153846","6","54","0","0","6","54","7","True","7"
"Init_Reuse_0.0_Mut_0","flutes.io","1615362351432043712","171","122249037625","0.16417910447761194","10","103","10","103","0","0","","",""
"Init_Reuse_0.0_Mut_0","flutes.exception","1615362348384191080","123","123109097557","0.1346153846153846","4","101","0","0","4","101","","",""
"Init_Reuse_0.9_Mut_8","flutes.math","1615363616096313953","0","7742778630","1.0","1","10","0","0","1","10","1","True","1"
"Init_Reuse_0.9_Mut_0","flutes.iterator","1615362746737528271","364","121548069355","0.3813559322033898","7","69","7","69","0","0","5","True","9"
"Init_Reuse_0.5_Mut_4","flutes.timing","1615362948945498795","134","121758684085","0.5","6","167","0","0","6","167","1","True","1"
"Init_Reuse_0.3_Mut_4","flutes.iterator","1615362857921489846","215","122080877526","0.4152542372881356","16","112","15","107","1","5","5","True","9"
"Init_Reuse_0.3_Mut_0","flutes.structure","1615362398496689101","230","121543909304","0.43661971830985913","11","78","9","68","2","10","1","True","4"
"Init_Reuse_0.9_Mut_4","flutes.timing","1615363205730618242","487","121294484971","0.5","1","6","0","0","1","6","1","True","1"
"Init_Reuse_0.5_Mut_8","flutes.exception","1615363403747553129","181","122236714021","0.1346153846153846","10","151","0","0","10","151","7","True","7"
"Init_Reuse_0.3_Mut_4","flutes.timing","1615362843254033769","161","121773472547","0.5","10","199","0","0","10","199","1","True","1"
"Init_Reuse_0.3_Mut_4","flutes.run","1615362843269279480","218","121546078950","0.1","5","33","5","33","0","0","0","True","1"
"Init_Reuse_0.3_Mut_8","flutes.timing","1615363309213107963","269","121123759388","0.5","4","54","0","0","4","54","1","True","1"
