"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength"
"Seed_Prob_0_9","async_btree.leaf","1615568455359577447","147","122058700903","0.5","7","143","0","0","7","143"
"Seed_Prob_0_9","async_btree.utils","1615568478678096865","190","122475298752","0.15789473684210525","10","70","9","65","1","5"
"Seed_Prob_0_2","async_btree.decorator","1615567588803138528","191","125829055972","0.30612244897959184","6","96","4","66","2","30"
"Seed_Prob_0_6","async_btree.decorator","1615568052820972781","167","121839578078","0.30612244897959184","7","72","4","53","3","19"
"Seed_Prob_0_5","async_btree.analyze","1615567942727132646","218","121567466769","0.16666666666666666","9","18","9","18","0","0"
"Seed_Prob_0_8","async_btree.control","1615568332639992317","156","122165174842","0.3333333333333333","7","104","6","95","1","9"
"Seed_Prob_0_3","async_btree.analyze","1615567710354189538","394","121873119627","0.16666666666666666","5","14","5","14","0","0"
"Seed_Prob_0_8","async_btree.utils","1615568331499587130","277","123853466616","0.15789473684210525","3","34","3","34","0","0"
"Seed_Prob_0_7","async_btree.analyze","1615568201575834810","359","121104181999","0.16666666666666666","6","15","6","15","0","0"
"Seed_Prob_0_1","async_btree.control","1615567444225537095","197","122377015300","0.3333333333333333","9","89","8","71","1","18"
"Seed_Prob_0_3","async_btree.leaf","1615567694187401649","321","120996078700","0.5","2","22","0","0","2","22"
"Seed_Prob_0_3","async_btree.utils","1615567691502914976","237","122286009093","0.15789473684210525","8","62","6","48","2","14"
"Seed_Prob_0_8","async_btree.leaf","1615568331499842673","192","124099684323","0.5","3","71","0","0","3","71"
"Seed_Prob_0_0","async_btree.decorator","1615567397208323323","136","121716584274","0.30612244897959184","6","161","2","43","4","118"
"Seed_Prob_0_4","async_btree.decorator","1615567828815915740","170","122823873373","0.30612244897959184","8","132","2","32","6","100"
"Seed_Prob_0_5","async_btree.utils","1615567942060872534","225","122040532113","0.15789473684210525","5","74","4","66","1","8"
"Seed_Prob_0_8","async_btree.analyze","1615568332347744824","295","121245563651","0.16666666666666666","6","16","6","16","0","0"
"Seed_Prob_0_9","async_btree.definition","1615568478677257929","199","122432523220","0.5333333333333333","7","79","5","55","2","24"
"Seed_Prob_0_5","async_btree.leaf","1615567941952452224","162","121485713818","0.5","2","56","0","0","2","56"
"Seed_Prob_0_9","async_btree.analyze","1615568478675847893","357","122564944406","0.16666666666666666","6","16","6","16","0","0"
