"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength"
"Seed_Prob_0_2","async_btree.leaf","1615564510416150733","242","121704894367","0.5","1","24","0","0","1","24"
"Seed_Prob_0_2","async_btree.analyze","1615564510415807304","254","121667191545","0.16666666666666666","8","26","8","26","0","0"
"Seed_Prob_0_6","async_btree.leaf","1615564990587741395","174","121902808207","0.5","6","114","0","0","6","114"
"Seed_Prob_0_0","async_btree.utils","1615564299614429731","237","121315709006","0.15789473684210525","6","52","6","52","0","0"
"Seed_Prob_0_3","async_btree.decorator","1615564610642087828","181","123226707419","0.30612244897959184","9","123","3","25","6","98"
"Seed_Prob_0_4","async_btree.utils","1615564770724109977","304","121913140899","0.15789473684210525","6","47","3","34","3","13"
"Seed_Prob_0_4","async_btree.control","1615564747134987049","225","122395710870","0.36363636363636365","6","46","6","46","0","0"
"Seed_Prob_0_5","async_btree.decorator","1615564880059246059","239","121635685413","0.30612244897959184","6","55","2","7","4","48"
"Seed_Prob_0_6","async_btree.analyze","1615564970823184256","326","121355828118","0.16666666666666666","5","13","5","13","0","0"
"Seed_Prob_0_0","async_btree.control","1615564299762727139","252","121254831516","0.3333333333333333","8","63","4","35","4","28"
"Seed_Prob_0_1","async_btree.leaf","1615564357183709550","157","122078596746","0.5","8","153","0","0","8","153"
"Seed_Prob_0_9","async_btree.control","1615565368207235115","165","121591174211","0.36363636363636365","10","140","6","98","4","42"
"Seed_Prob_0_7","async_btree.decorator","1615565127703159697","125","122093061689","0.30612244897959184","9","217","3","72","6","145"
"Seed_Prob_0_1","async_btree.utils","1615564353017889034","261","122428508135","0.15789473684210525","6","44","5","39","1","5"
"Seed_Prob_0_6","async_btree.control","1615565008610215565","158","121274155625","0.36363636363636365","8","103","6","82","2","21"
"Seed_Prob_0_0","async_btree.analyze","1615564300328708903","242","121223446354","0.16666666666666666","7","16","7","16","0","0"
"Seed_Prob_0_4","async_btree.analyze","1615564772621015035","235","122240518940","0.16666666666666666","11","29","11","29","0","0"
"Seed_Prob_0_5","async_btree.control","1615564879100454153","203","121400942237","0.36363636363636365","7","88","5","71","2","17"
"Seed_Prob_0_3","async_btree.control","1615564613460160971","182","124149445198","0.36363636363636365","9","110","6","89","3","21"
"Seed_Prob_0_4","async_btree.leaf","1615564772010721489","126","123323324286","0.5","7","168","0","0","7","168"
"Seed_Prob_0_6","async_btree.utils","1615564970838086927","200","121123529178","0.15789473684210525","8","89","8","89","0","0"
"Seed_Prob_0_0","async_btree.leaf","1615564300328996467","211","121532573385","0.5","3","58","0","0","3","58"
"Seed_Prob_0_2","async_btree.control","1615564502722153424","211","121698241016","0.36363636363636365","7","91","5","66","2","25"
"Seed_Prob_0_2","async_btree.utils","1615564508351252524","221","121733869024","0.15789473684210525","7","59","6","54","1","5"
"Seed_Prob_0_8","async_btree.decorator","1615565249448204529","198","121342962948","0.30612244897959184","4","80","1","29","3","51"
"Seed_Prob_0_7","async_btree.control","1615565134001920978","172","122201403793","0.36363636363636365","8","86","7","72","1","14"
