"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength","CollectedTestCases","SuitableTestModule","FoundTestCases"
"Init_Reuse_0.3_Mut_0","mimesis.providers.path","1615365789770074542","360","121313133154","0.35714285714285715","8","12","6","12","2","0","9","True","15"
"Init_Reuse_0.5_Mut_8","mimesis.providers.address","1615366857032985572","138","122513710642","0.92","8","114","2","43","6","71","21","True","38"
"Init_Reuse_0.5_Mut_4","mimesis.random","1615366403734826660","133","121418780480","0.8571428571428571","12","140","12","140","0","0","1","True","9"
"Init_Reuse_0.5_Mut_4","mimesis.builtins.nl","1615366396245283237","92","123773151440","0.9230769230769231","10","224","0","0","10","224","2","True","4"
"Init_Reuse_0.7_Mut_4","mimesis.builtins.ru","1615366531869658253","227","122688789106","0.803921568627451","4","70","2","38","2","32","8","True","12"
"Init_Reuse_0.3_Mut_4","mimesis.enums","1615366263310640542","0","8662212744","1.0","1","1","1","1","0","0","","False",""
"Init_Reuse_0.7_Mut_8","mimesis.providers.clothing","1615366942794382319","0","3983439496","1.0","4","42","1","7","3","35","7","True","10"
"Init_Reuse_0.3_Mut_4","mimesis.providers.internet","1615366246899946157","33","127535430377","0.9473684210526315","10","106","10","106","0","0","24","True","42"
"Init_Reuse_0.3_Mut_8","mimesis.providers.food","1615366707616718061","0","11716909580","1.0","10","214","0","0","10","214","8","True","13"
"Init_Reuse_0.7_Mut_8","mimesis.providers.path","1615366948382975660","401","121652548717","0.35714285714285715","8","13","5","11","3","2","9","True","15"
"Init_Reuse_0.9_Mut_0","mimesis.providers.base","1615366128509401358","467","121324213163","0.45","3","33","1","2","2","31","5","True","13"
"Init_Reuse_0.3_Mut_0","mimesis.providers.clothing","1615365799047002620","0","5278311456","1.0","4","54","3","46","1","8","7","True","10"
"Init_Reuse_0.7_Mut_4","mimesis.providers.address","1615366542700288128","141","122511706625","0.92","8","78","4","57","4","21","21","True","38"
"Init_Reuse_0.7_Mut_0","mimesis.builtins.pl","1615366065006929314","158","122220956412","0.6666666666666666","9","119","7","110","2","9","","False",""
"Init_Reuse_0.9_Mut_0","mimesis.shortcuts","1615366159304517164","37","7827125955","1.0","4","16","3","12","1","4","1","True","2"
"Init_Reuse_0.5_Mut_4","mimesis.providers.choice","1615366406138989360","207","122400099748","0.9354838709677419","11","76","9","69","2","7","6","True","10"
"Init_Reuse_0.7_Mut_8","mimesis.builtins.it","1615366942392529453","188","121717773857","0.8571428571428571","10","57","10","57","0","0","6","True","8"
"Init_Reuse_0.5_Mut_4","mimesis.builtins.base","1615366368358950114","0","15821514130","1.0","10","262","0","0","10","262","5","True","13"
"Init_Reuse_0.5_Mut_8","mimesis.exceptions","1615366832581400273","219","122218087812","0.9545454545454546","6","94","4","44","2","50","","False",""
"Init_Reuse_0.3_Mut_4","mimesis.builtins.nl","1615366248716667072","161","121687724029","0.9230769230769231","3","53","0","0","3","53","2","True","4"
"Init_Reuse_0.9_Mut_0","mimesis.providers.file","1615366129685127412","8","3447351867","1.0","1","9","1","9","0","0","8","True","12"
"Init_Reuse_0.9_Mut_0","mimesis.builtins.pt_br","1615366163861667197","105","122161161037","0.8","5","163","0","0","5","163","","False",""
"Init_Reuse_0.5_Mut_0","mimesis.providers.numbers","1615365917700269583","12","27968622380","1.0","5","107","4","67","1","40","13","True","22"
"Init_Reuse_0.5_Mut_0","mimesis.providers.clothing","1615365918796673002","0","4352766341","1.0","4","43","1","25","3","18","7","True","10"
"Init_Reuse_0.5_Mut_8","mimesis.providers.units","1615366867288310635","0","6934003168","1.0","9","63","9","63","0","0","","False",""
"Init_Reuse_0.3_Mut_0","mimesis.builtins.pt_br","1615365863771259920","207","121511666806","0.8","7","104","0","0","7","104","","False",""
"Init_Reuse_0.7_Mut_8","mimesis.providers.science","1615366944085901494","0","5250066973","1.0","7","66","1","9","6","57","8","True","12"
"Init_Reuse_0.7_Mut_0","mimesis.providers.code","1615366031400844289","0","3740355810","1.0","10","37","3","37","7","0","12","True","18"
