"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength","CollectedTestCases","SuitableTestModule","FoundTestCases"
"Init_Reuse_0.7_Mut_0","async_btree.decorator","1615360891624988708","271","121692421109","0.30612244897959184","8","66","1","4","7","62","6","True","10"
"Init_Reuse_0.0_Mut_0","async_btree.utils","1615360611715218692","210","121484202024","0.15789473684210525","10","71","7","62","3","9","","",""
"Init_Reuse_0.3_Mut_0","async_btree.decorator","1615360669775392892","180","122669203883","0.30612244897959184","9","115","2","50","7","65","6","True","10"
"Init_Reuse_0.3_Mut_0","async_btree.leaf","1615360671856803799","307","121214348685","0.5","3","24","0","0","3","24","3","True","3"
"Init_Reuse_0.9_Mut_8","async_btree.control","1615361870661874302","298","121393269641","0.3333333333333333","2","22","2","22","0","0","3","True","6"
"Init_Reuse_0.5_Mut_0","async_btree.control","1615360801767739433","300","121479969981","0.3333333333333333","10","52","3","34","7","18","3","True","6"
"Init_Reuse_0.5_Mut_8","async_btree.decorator","1615361663478064510","218","121508747614","0.30612244897959184","7","76","3","31","4","45","6","True","10"
"Init_Reuse_0.5_Mut_8","async_btree.leaf","1615361663723617028","242","121388432747","0.5","7","105","0","0","7","105","3","True","3"
"Init_Reuse_0.7_Mut_4","async_btree.leaf","1615361329576232591","170","121755628033","0.5","9","152","0","0","9","152","3","True","3"
"Init_Reuse_0.9_Mut_0","async_btree.decorator","1615361003388210976","305","121201870182","0.30612244897959184","9","45","1","19","8","26","6","True","10"
"Init_Reuse_0.9_Mut_4","async_btree.control","1615361454436317193","357","121502371373","0.3333333333333333","7","51","3","42","4","9","3","True","6"
"Init_Reuse_0.3_Mut_4","async_btree.decorator","1615361113434070636","206","121946363214","0.30612244897959184","5","71","2","34","3","37","6","True","10"
"Init_Reuse_0.9_Mut_8","async_btree.leaf","1615361874685976003","415","121221973112","0.5","8","38","0","0","8","38","3","True","3"
"Init_Reuse_0.0_Mut_0","async_btree.control","1615360612008883339","160","121317608421","0.3333333333333333","9","103","8","83","1","20","","",""
"Init_Reuse_0.5_Mut_4","async_btree.leaf","1615361213828562983","306","121163118859","0.5","6","66","0","0","6","66","3","True","3"
"Init_Reuse_0.7_Mut_0","async_btree.utils","1615360892525073790","347","121611349652","0.15789473684210525","3","22","3","22","0","0","0","True","1"
"Init_Reuse_0.3_Mut_4","async_btree.leaf","1615361133786609781","328","121287445851","0.5","1","14","0","0","1","14","3","True","3"
"Init_Reuse_0.7_Mut_8","async_btree.decorator","1615361798092615592","201","121638687636","0.30612244897959184","2","62","1","26","1","36","6","True","10"
"Init_Reuse_0.9_Mut_0","async_btree.leaf","1615361002932250990","901","121011627823","0.5","6","8","0","0","6","8","3","True","3"
"Init_Reuse_0.7_Mut_8","async_btree.leaf","1615361779885523188","550","121235705137","0.5","8","32","0","0","8","32","3","True","3"
"Init_Reuse_0.3_Mut_8","async_btree.control","1615361540400803784","256","121421973738","0.3333333333333333","4","41","3","26","1","15","3","True","6"
"Init_Reuse_0.5_Mut_0","async_btree.leaf","1615360798897470188","202","121833450156","0.5","9","66","0","0","9","66","3","True","3"
"Init_Reuse_0.3_Mut_4","async_btree.utils","1615361136619277868","246","121684217220","0.15789473684210525","7","64","6","43","1","21","0","True","1"
"Init_Reuse_0.7_Mut_8","async_btree.control","1615361793846279085","157","123051808738","0.3333333333333333","5","71","5","71","0","0","3","True","6"
"Init_Reuse_0.5_Mut_4","async_btree.definition","1615361215444867589","293","122048994701","0.5333333333333333","5","60","1","1","4","59","","False",""
"Init_Reuse_0.9_Mut_4","async_btree.decorator","1615361448267579342","385","121475173007","0.30612244897959184","6","70","1","17","5","53","6","True","10"
"Init_Reuse_0.9_Mut_0","async_btree.utils","1615360998420255676","222","121313275213","0.15789473684210525","6","67","6","67","0","0","0","True","1"
"Init_Reuse_0.9_Mut_4","async_btree.utils","1615361452347229470","261","122312124595","0.15789473684210525","6","32","5","29","1","3","0","True","1"
"Init_Reuse_0.7_Mut_4","async_btree.decorator","1615361350094391599","311","121308959112","0.30612244897959184","7","70","1","17","6","53","6","True","10"
"Init_Reuse_0.5_Mut_0","async_btree.utils","1615360804915540516","237","121457833512","0.15789473684210525","5","56","5","56","0","0","0","True","1"
