"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength"
"Seed_Prob_0_3","codetiming._timers","1615558598905624055","233","121392830093","0.8529411764705882","10","78","9","72","1","6"
"Seed_Prob_0_5","codetiming._timers","1615558844715867039","214","122087246269","0.8235294117647058","13","78","9","60","4","18"
"Seed_Prob_0_6","codetiming._timers","1615558959267064423","226","123055055989","0.8529411764705882","10","72","10","72","0","0"
"Seed_Prob_0_0","codetiming._timer","1615558302087835369","8","12578106880","1.0","10","96","9","81","1","15"
"Seed_Prob_0_2","codetiming._timers","1615558478597122002","177","121277740579","0.8529411764705882","12","83","11","72","1","11"
"Seed_Prob_0_7","codetiming._timers","1615559072539396461","178","121253318812","0.8529411764705882","11","99","11","99","0","0"
"Seed_Prob_0_1","codetiming._timer","1615558354675969171","85","43627104545","1.0","9","81","7","73","2","8"
"Seed_Prob_0_6","codetiming._timer","1615558959059123731","7","13519016823","1.0","8","63","8","63","0","0"
"Seed_Prob_0_2","codetiming._timer","1615558478233257139","0","7422017897","1.0","10","75","9","67","1","8"
"Seed_Prob_0_0","codetiming._timers","1615558300423426922","211","121205111951","0.8529411764705882","12","93","10","78","2","15"
"Seed_Prob_0_9","codetiming._timer","1615559305105799482","143","103142222093","1.0","10","115","10","115","0","0"
"Seed_Prob_0_4","codetiming._timers","1615558721068995276","158","122844951410","0.8235294117647058","12","91","12","91","0","0"
"Seed_Prob_0_9","codetiming._timers","1615559305080515576","178","121752046480","0.8529411764705882","11","113","11","113","0","0"
"Seed_Prob_0_8","codetiming._timer","1615559186867202187","6","9991084105","1.0","8","79","8","79","0","0"
"Seed_Prob_0_4","codetiming._timer","1615558711467781401","2","8413583895","1.0","5","39","3","32","2","7"
"Seed_Prob_0_1","codetiming._timers","1615558350868395279","276","121998802268","0.8529411764705882","9","69","7","53","2","16"
"Seed_Prob_0_7","codetiming._timer","1615559088128418352","20","17104302615","1.0","8","61","6","49","2","12"
"Seed_Prob_0_3","codetiming._timer","1615558586780916803","8","11383414411","1.0","8","66","7","59","1","7"
"Seed_Prob_0_8","codetiming._timers","1615559188302961460","178","121678893446","0.8529411764705882","13","85","13","85","0","0"
"Seed_Prob_0_5","codetiming._timer","1615558849743598949","24","26266746521","1.0","9","77","8","74","1","3"
