"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength"
"Seed_Prob_0_0","pytutils.memo","1615565884163595290","208","121489082915","0.25","7","37","7","37","0","0"
"Seed_Prob_0_2","pytutils.props","1615566137966730468","182","121549836848","0.6470588235294118","8","65","8","65","0","0"
"Seed_Prob_0_4","pytutils.rand","1615566407203140647","0","4808457615","1.0","3","10","3","10","0","0"
"Seed_Prob_0_2","pytutils.debug","1615566078143588256","0","8737355961","1.0","5","85","0","0","5","85"
"Seed_Prob_0_7","pytutils.lazy.lazy_import","1615566799421261132","117","122283050887","0.4482758620689655","12","121","12","121","0","0"
"Seed_Prob_0_4","pytutils.lazy.lazy_regex","1615566379965293446","177","121570929181","0.6041666666666666","11","98","11","98","0","0"
"Seed_Prob_0_0","pytutils.debug","1615565882779772236","0","9239088376","1.0","2","53","0","0","2","53"
"Seed_Prob_0_7","pytutils.mappings","1615566799420886462","114","123105598192","0.664","15","307","15","307","0","0"
"Seed_Prob_0_8","pytutils.trees","1615566867899249891","193","121315360395","0.75","7","54","7","54","0","0"
"Seed_Prob_0_5","pytutils.log","1615566517978329026","185","122225386874","0.7647058823529411","9","79","9","79","0","0"
"Seed_Prob_0_8","pytutils.urls","1615566912048606223","296","121646526302","0.75","6","33","6","33","0","0"
"Seed_Prob_0_5","pytutils.memo","1615566517964283178","218","122149725359","0.25","9","39","9","39","0","0"
"Seed_Prob_0_4","pytutils.mappings","1615566409664092195","94","122099112505","0.584","18","257","18","257","0","0"
"Seed_Prob_0_0","pytutils.props","1615565882040425451","246","121770180019","0.6470588235294118","6","52","4","38","2","14"
"Seed_Prob_0_2","pytutils.memo","1615566125866033351","240","121306731425","0.25","9","46","9","46","0","0"
"Seed_Prob_0_7","pytutils.env","1615566788833070030","194","121412181386","0.5","10","73","9","46","1","27"
"Seed_Prob_0_1","pytutils.urls","1615565977482380316","228","121150304374","0.75","9","42","9","42","0","0"
"Seed_Prob_0_0","pytutils.lazy.simple_import","1615565891893527909","211","122281074487","0.6","6","105","0","0","6","105"
