"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength"
"Seed_Prob_0_3","pytutils.iters","1615569332855759388","255","121754672556","0.26666666666666666","8","67","3","16","5","51"
"Seed_Prob_0_7","pytutils.lazy.lazy_import","1615569816354701476","137","121835578035","0.41379310344827586","12","107","12","107","0","0"
"Seed_Prob_0_0","pytutils.meth","1615568902218919661","0","5033370624","1.0","2","10","2","10","0","0"
"Seed_Prob_0_2","pytutils.excs","1615569200592376823","173","122530121410","0.16666666666666666","5","134","0","0","5","134"
"Seed_Prob_0_1","pytutils.excs","1615569109830465611","182","121758329150","0.16666666666666666","3","70","0","0","3","70"
"Seed_Prob_0_3","pytutils.meth","1615569296791618585","0","5482838648","1.0","8","40","8","40","0","0"
"Seed_Prob_0_7","pytutils.mappings","1615569808126816997","109","122617757235","0.544","18","281","17","279","1","2"
"Seed_Prob_0_0","pytutils.sets","1615568907596818547","158","121218777651","0.6666666666666666","7","77","7","77","0","0"
"Seed_Prob_0_5","pytutils.meth","1615569535034293589","0","6164063009","1.0","5","29","5","29","0","0"
"Seed_Prob_0_8","pytutils.trees","1615569900278789464","190","121269198035","0.75","7","66","7","66","0","0"
"Seed_Prob_0_5","pytutils.iters","1615569534939898945","173","121404549413","0.26666666666666666","10","84","8","64","2","20"
"Seed_Prob_0_8","pytutils.urls","1615569926362786167","292","121522625032","0.75","5","19","5","19","0","0"
"Seed_Prob_0_7","pytutils.env","1615569832313191866","264","121305178909","0.5","6","64","4","49","2","15"
"Seed_Prob_0_3","pytutils.lazy.lazy_import","1615569350856312340","139","123090308712","0.45689655172413796","12","102","12","102","0","0"
"Seed_Prob_0_5","pytutils.excs","1615569585976857045","182","122138354368","0.16666666666666666","8","161","0","0","8","161"
"Seed_Prob_0_6","pytutils.env","1615569726857099181","206","122749207080","0.5","8","72","8","72","0","0"
"Seed_Prob_0_7","pytutils.meth","1615569791363651623","0","8245249781","1.0","8","37","8","37","0","0"
"Seed_Prob_0_9","pytutils.rand","1615570052584985607","0","4779290133","1.0","4","16","4","16","0","0"
"Seed_Prob_0_6","pytutils.python","1615569722254539896","206","123661754615","0.3","6","97","0","0","6","97"
"Seed_Prob_0_7","pytutils.iters","1615569790536600615","255","122269718281","0.26666666666666666","2","33","2","33","0","0"
"Seed_Prob_0_1","pytutils.tlds","1615569113014584328","214","121763952466","0.9166666666666666","10","58","10","58","0","0"
"Seed_Prob_0_9","pytutils.lazy.lazy_import","1615570071113241838","172","121457843211","0.43103448275862066","12","105","10","91","2","14"
"Seed_Prob_0_3","pytutils.env","1615569313200300381","239","121478629276","0.5","10","55","7","42","3","13"
"Seed_Prob_0_1","pytutils.lazy.simple_import","1615569114105070214","135","122416959563","0.6","10","222","0","0","10","222"
"Seed_Prob_0_9","pytutils.mappings","1615570062415097071","126","122066560153","0.64","19","278","15","221","4","57"
"Seed_Prob_0_3","pytutils.mappings","1615569348916002503","90","123303813661","0.624","16","348","15","342","1","6"
"Seed_Prob_0_1","pytutils.timers","1615569123822750270","0","8498453124","1.0","10","117","8","97","2","20"
"Seed_Prob_0_9","pytutils.env","1615570061687547699","280","121089282937","0.5","5","44","5","44","0","0"
"Seed_Prob_0_6","pytutils.log","1615569687475754560","207","121459184536","0.7647058823529411","10","79","9","76","1","3"
"Seed_Prob_0_1","pytutils.pythree","1615569080946921417","265","121259210928","0.42857142857142855","7","36","7","36","0","0"
"Seed_Prob_0_9","pytutils.files","1615570012972674828","164","121515258937","0.3448275862068966","10","144","9","125","1","19"
"Seed_Prob_0_8","pytutils.tlds","1615569963138618865","12","11236118172","1.0","5","36","5","36","0","0"
"Seed_Prob_0_8","pytutils.lazy.lazy_import","1615569957245747587","142","122868534770","0.43103448275862066","10","94","10","94","0","0"
"Seed_Prob_0_1","pytutils.python","1615569060816196637","141","122481941078","0.3","6","165","0","0","6","165"
"Seed_Prob_0_9","pytutils.path","1615570057414994649","152","122563335404","0.25","9","211","0","0","9","211"
"Seed_Prob_0_3","pytutils.pretty","1615569349723283081","142","121650263854","0.6470588235294118","9","55","9","55","0","0"
"Seed_Prob_0_4","pytutils.timers","1615569432967252476","0","8569212233","1.0","6","89","6","89","0","0"
"Seed_Prob_0_0","pytutils.lazy.lazy_import","1615568956583521722","152","121715111767","0.4224137931034483","11","102","11","102","0","0"
"Seed_Prob_0_1","pytutils.trees","1615569081551251210","187","121782038099","0.75","10","76","9","75","1","1"
"Seed_Prob_0_9","pytutils.urls","1615570065264894535","406","121123651516","0.75","2","10","2","10","0","0"
"Seed_Prob_0_4","pytutils.path","1615569409498266943","175","121471716170","0.25","6","129","0","0","6","129"
