"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength","CollectedTestCases","SuitableTestModule","FoundTestCases"
"Init_Reuse_0.3_Mut_0","pypara.dcc","1615360789196141690","139","122322875538","0.1977401129943503","13","43","13","43","0","0","","False",""
"Init_Reuse_0.9_Mut_8","pypara.commons.errors","1615361996034103372","204","121701066210","0.2857142857142857","8","128","0","0","8","128","","False",""
"Init_Reuse_0.7_Mut_0","pypara.exchange","1615361003650417401","274","121858483943","0.21739130434782608","2","9","2","9","0","0","","False",""
"Init_Reuse_0.5_Mut_4","pypara.monetary","1615361335628554154","137","123154082584","0.23355263157894737","14","188","9","132","5","56","18","True","19"
"Init_Reuse_0.9_Mut_0","pypara.dcc","1615361101502984245","153","121879027524","0.1977401129943503","11","44","11","44","0","0","","False",""
"Init_Reuse_0.5_Mut_4","pypara.dcc","1615361332224676924","132","121912808989","0.20903954802259886","15","57","15","57","0","0","","False",""
"Init_Reuse_0.3_Mut_8","pypara.monetary","1615361660273738159","122","123831806223","0.2236842105263158","18","193","15","162","3","31","18","True","19"
"Init_Reuse_0.7_Mut_8","pypara.commons.numbers","1615361872024182209","0","6918277541","1.0","10","140","4","52","6","88","","False",""
"Init_Reuse_0.5_Mut_0","pypara.exchange","1615360877295368766","241","121310488718","0.21739130434782608","7","18","6","12","1","6","","False",""
"Init_Reuse_0.5_Mut_0","pypara.commons.numbers","1615360871434448763","0","8445995820","1.0","7","118","2","18","5","100","","False",""
"Init_Reuse_0.7_Mut_4","pypara.monetary","1615361433804907225","199","123091480881","0.2532894736842105","19","196","15","145","4","51","18","True","19"
"Init_Reuse_0.0_Mut_0","pypara.exchange","1615360671471011244","185","121682400064","0.21739130434782608","10","28","10","28","0","0","","",""
"Init_Reuse_0.0_Mut_0","pypara.dcc","1615360668983379183","153","122494201396","0.1977401129943503","14","53","14","53","0","0","","",""
"Init_Reuse_0.5_Mut_4","pypara.exchange","1615361332384602084","338","121232366984","0.21739130434782608","1","6","1","6","0","0","","False",""
"Init_Reuse_0.3_Mut_8","pypara.commons.errors","1615361655975911373","172","122264668264","0.2857142857142857","7","142","0","0","7","142","","False",""
"Init_Reuse_0.3_Mut_8","pypara.commons.numbers","1615361658342140860","0","8399757883","1.0","8","174","4","82","4","92","","False",""
"Init_Reuse_0.5_Mut_4","pypara.commons.numbers","1615361336266356147","0","7036937086","1.0","10","107","4","41","6","66","","False",""
"Init_Reuse_0.3_Mut_4","pypara.dcc","1615361237389413962","166","122643853926","0.1864406779661017","9","36","9","36","0","0","","False",""
"Init_Reuse_0.7_Mut_0","pypara.monetary","1615360990326686419","228","122699016304","0.2631578947368421","8","119","7","91","1","28","18","True","19"
"Init_Reuse_0.7_Mut_0","pypara.dcc","1615361000080688276","171","121986882287","0.1977401129943503","10","41","10","41","0","0","","False",""
"Init_Reuse_0.3_Mut_0","pypara.commons.errors","1615360788614148247","157","122131777716","0.2857142857142857","3","82","0","0","3","82","","False",""
"Init_Reuse_0.3_Mut_0","pypara.exchange","1615360787446736231","208","121365364588","0.21739130434782608","9","35","9","35","0","0","","False",""
"Init_Reuse_0.9_Mut_8","pypara.dcc","1615361963699486472","153","122147619925","0.20903954802259886","12","55","12","55","0","0","","False",""
"Init_Reuse_0.5_Mut_8","pypara.exchange","1615361761504719349","162","122414650480","0.21739130434782608","10","38","10","38","0","0","","False",""
"Init_Reuse_0.5_Mut_8","pypara.dcc","1615361761097010110","127","123599502376","0.1977401129943503","12","52","12","52","0","0","","False",""
"Init_Reuse_0.5_Mut_0","pypara.monetary","1615360869921464770","170","123360275122","0.24013157894736842","12","170","11","133","1","37","18","True","19"
"Init_Reuse_0.9_Mut_4","pypara.commons.errors","1615361556535398207","159","122453780728","0.2857142857142857","9","165","0","0","9","165","","False",""
"Init_Reuse_0.7_Mut_8","pypara.monetary","1615361870029499576","150","122596030233","0.22039473684210525","18","187","14","149","4","38","18","True","19"
"Init_Reuse_0.3_Mut_4","pypara.commons.errors","1615361216797537882","243","121364596088","0.2857142857142857","3","46","0","0","3","46","","False",""
"Init_Reuse_0.9_Mut_4","pypara.dcc","1615361556535574327","132","122126814148","0.2033898305084746","13","48","13","48","0","0","","False",""
"Init_Reuse_0.0_Mut_0","pypara.commons.errors","1615360671372088714","191","121349436279","0.2857142857142857","2","55","0","0","2","55","","",""
"Init_Reuse_0.5_Mut_8","pypara.monetary","1615361763096423658","126","123573845871","0.23026315789473684","14","184","13","151","1","33","18","True","19"
"Init_Reuse_0.0_Mut_0","pypara.commons.numbers","1615360670570250388","0","7364595650","1.0","7","122","5","87","2","35","","",""
"Init_Reuse_0.9_Mut_4","pypara.commons.numbers","1615361554977708609","0","8248768161","1.0","2","34","2","34","0","0","","False",""
"Init_Reuse_0.5_Mut_0","pypara.commons.errors","1615360877564895169","179","121836972728","0.2857142857142857","8","152","0","0","8","152","","False",""
"Init_Reuse_0.9_Mut_4","pypara.exchange","1615361556534824159","160","121414456827","0.21739130434782608","10","41","10","41","0","0","","False",""
"Init_Reuse_0.7_Mut_8","pypara.commons.errors","1615361880081998112","153","122587528903","0.2857142857142857","7","148","0","0","7","148","","False",""
"Init_Reuse_0.7_Mut_8","pypara.exchange","1615361878475874772","242","121339585440","0.21739130434782608","7","23","7","23","0","0","","False",""
"Init_Reuse_0.3_Mut_8","pypara.exchange","1615361665266389798","182","122001985109","0.21739130434782608","9","27","8","19","1","8","","False",""
"Init_Reuse_0.9_Mut_0","pypara.commons.errors","1615361128618522792","308","121104713180","0.2857142857142857","1","13","0","0","1","13","","False",""
"Init_Reuse_0.9_Mut_0","pypara.exchange","1615361090361685844","219","121495853653","0.21739130434782608","5","20","4","9","1","11","","False",""
"Init_Reuse_0.9_Mut_0","pypara.monetary","1615361115943724798","196","124083968034","0.20394736842105263","5","116","4","75","1","41","18","True","19"
"Init_Reuse_0.7_Mut_4","pypara.exchange","1615361423843307239","224","121292194150","0.21739130434782608","6","23","6","23","0","0","","False",""
"Init_Reuse_0.3_Mut_0","pypara.monetary","1615360806723647161","123","122660200689","0.23026315789473684","16","182","16","182","0","0","18","True","19"
"Init_Reuse_0.7_Mut_0","pypara.commons.numbers","1615360990152735004","0","7880015589","1.0","8","157","5","97","3","60","","False",""
"Init_Reuse_0.9_Mut_8","pypara.exchange","1615361959354858509","209","121462444837","0.21739130434782608","8","24","8","24","0","0","","False",""
"Init_Reuse_0.9_Mut_8","pypara.commons.numbers","1615361998938949664","0","7957415410","1.0","10","175","2","15","8","160","","False",""
"Init_Reuse_0.3_Mut_4","pypara.commons.numbers","1615361217255155676","0","6606097659","1.0","9","89","6","48","3","41","","False",""
"Init_Reuse_0.7_Mut_8","pypara.dcc","1615361879819284404","132","122182852371","0.20903954802259886","15","49","15","49","0","0","","False",""
"Init_Reuse_0.3_Mut_4","pypara.monetary","1615361217374451694","114","123722352820","0.23684210526315788","21","253","16","181","5","72","18","True","19"
"Init_Reuse_0.5_Mut_0","pypara.dcc","1615360877564301865","95","122256433594","0.1864406779661017","11","36","11","36","0","0","","False",""
"Init_Reuse_0.9_Mut_4","pypara.monetary","1615361549060590085","173","122690506880","0.2236842105263158","17","170","13","132","4","38","18","True","19"
"Init_Reuse_0.0_Mut_0","pypara.monetary","1615360671372715971","141","123000589812","0.23355263157894737","18","200","16","174","2","26","","",""
"Init_Reuse_0.5_Mut_8","pypara.commons.errors","1615361767118511941","174","122632150302","0.2857142857142857","5","106","0","0","5","106","","False",""
"Init_Reuse_0.7_Mut_4","pypara.commons.numbers","1615361434770915559","0","8709197567","1.0","7","75","2","38","5","37","","False",""
