"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength","CollectedTestCases","SuitableTestModule","FoundTestCases"
"Init_Reuse_0.7_Mut_0","pypara.dcc","1615366093530753395","140","122386906805","0.2033898305084746","13","72","13","72","0","0","","False",""
"Init_Reuse_0.9_Mut_8","pypara.commons.numbers","1615367110574194356","0","7688823259","1.0","10","108","6","53","4","55","","False",""
"Init_Reuse_0.7_Mut_0","pypara.monetary","1615366108675024674","240","122816287107","0.24342105263157895","9","135","8","128","1","7","18","True","19"
"Init_Reuse_0.9_Mut_8","pypara.exchange","1615367126288638831","195","121688177148","0.21739130434782608","7","32","7","32","0","0","","False",""
"Init_Reuse_0.3_Mut_0","pypara.commons.errors","1615365896403261194","178","121590755247","0.2857142857142857","5","106","0","0","5","106","","False",""
"Init_Reuse_0.7_Mut_4","pypara.exchange","1615366546866817851","193","121169800326","0.21739130434782608","8","25","8","25","0","0","","False",""
"Init_Reuse_0.3_Mut_4","pypara.dcc","1615366303427582362","120","121662908411","0.2033898305084746","16","65","15","61","1","4","","False",""
"Init_Reuse_0.3_Mut_8","pypara.exchange","1615366782093820397","204","121109030165","0.21739130434782608","9","29","9","29","0","0","","False",""
"Init_Reuse_0.7_Mut_8","pypara.exchange","1615367003321429625","144","121279977232","0.21739130434782608","8","18","8","18","0","0","","False",""
"Init_Reuse_0.5_Mut_0","pypara.monetary","1615365986260739358","147","122437264412","0.21052631578947367","13","177","12","154","1","23","18","True","19"
"Init_Reuse_0.7_Mut_8","pypara.commons.errors","1615367004594848533","188","121796960315","0.2857142857142857","6","119","0","0","6","119","","False",""
"Init_Reuse_0.9_Mut_4","pypara.exchange","1615366637022078343","168","121451461830","0.21739130434782608","10","33","10","33","0","0","","False",""
"Init_Reuse_0.3_Mut_4","pypara.commons.errors","1615366330979066774","137","122600636879","0.2857142857142857","8","182","0","0","8","182","","False",""
"Init_Reuse_0.9_Mut_4","pypara.commons.numbers","1615366690474603848","0","7470932959","1.0","10","140","8","132","2","8","","False",""
"Init_Reuse_0.5_Mut_8","pypara.monetary","1615366883920351725","139","123664016444","0.22039473684210525","17","189","14","161","3","28","18","True","19"
"Init_Reuse_0.3_Mut_8","pypara.dcc","1615366775868901658","95","124216972581","0.2033898305084746","13","44","13","44","0","0","","False",""
"Init_Reuse_0.3_Mut_4","pypara.exchange","1615366305331704157","237","121475261164","0.21739130434782608","5","18","5","18","0","0","","False",""
"Init_Reuse_0.9_Mut_0","pypara.dcc","1615366192111656330","109","122569437957","0.2033898305084746","13","45","13","45","0","0","","False",""
"Init_Reuse_0.5_Mut_4","pypara.commons.errors","1615366427291937081","176","122089271937","0.2857142857142857","10","181","0","0","10","181","","False",""
"Init_Reuse_0.7_Mut_4","pypara.dcc","1615366540462488660","137","121840027331","0.2033898305084746","11","44","11","44","0","0","","False",""
