"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength"
"Seed_Prob_0_1","docstring_parser.parser","1615567477937009284","315","121226082186","0.2727272727272727","5","11","5","11","0","0"
"Seed_Prob_0_3","docstring_parser.common","1615567744485911070","244","121427160585","0.3888888888888889","2","31","0","0","2","31"
"Seed_Prob_0_0","docstring_parser.numpydoc","1615567416723773210","107","122126499675","0.7051282051282052","12","167","10","101","2","66"
"Seed_Prob_0_3","docstring_parser.parser","1615567722295007451","408","121130282498","0.2727272727272727","3","8","3","8","0","0"
"Seed_Prob_0_1","docstring_parser.common","1615567471418316042","164","121749151406","0.3888888888888889","5","119","0","0","5","119"
"Seed_Prob_0_4","docstring_parser.parser","1615567865037126703","190","121846350260","0.2727272727272727","10","25","10","25","0","0"
"Seed_Prob_0_7","docstring_parser.common","1615568242015400726","115","122870136754","0.3888888888888889","10","265","0","0","10","265"
"Seed_Prob_0_9","docstring_parser.google","1615568480114991381","253","121380421394","0.3977272727272727","9","41","9","41","0","0"
"Seed_Prob_0_4","docstring_parser.google","1615567868142142825","233","122582999651","0.3068181818181818","10","53","10","53","0","0"
"Seed_Prob_0_5","docstring_parser.common","1615567975109073166","123","121572409865","0.3888888888888889","9","197","0","0","9","197"
"Seed_Prob_0_7","docstring_parser.parser","1615568198393183902","255","121533604763","0.2727272727272727","8","18","8","18","0","0"
"Seed_Prob_0_5","docstring_parser.parser","1615567992429528228","288","122493894460","0.2727272727272727","9","25","9","25","0","0"
"Seed_Prob_0_7","docstring_parser.numpydoc","1615568239575695006","129","122249555710","0.5897435897435898","13","181","7","112","6","69"
"Seed_Prob_0_2","docstring_parser.styles","1615567621158753601","0","10111568050","1.0","2","2","2","2","0","0"
"Seed_Prob_0_2","docstring_parser.common","1615567622469245356","121","122247193249","0.3888888888888889","10","248","0","0","10","248"
"Seed_Prob_0_3","docstring_parser.numpydoc","1615567723142883649","162","122433415580","0.6923076923076923","12","203","9","142","3","61"
"Seed_Prob_0_7","docstring_parser.rest","1615568198180012592","184","121930049285","0.6888888888888889","8","124","2","7","6","117"
