"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength"
"Seed_Prob_0_2","docstring_parser.styles","1615564544113373618","0","11728661158","1.0","8","8","8","8","0","0"
"Seed_Prob_0_8","docstring_parser.common","1615565303753513762","118","122498263386","0.3888888888888889","10","256","0","0","10","256"
"Seed_Prob_0_2","docstring_parser.common","1615564537976994136","215","121410199561","0.3888888888888889","4","64","0","0","4","64"
"Seed_Prob_0_8","docstring_parser.styles","1615565308809335514","0","7151660957","1.0","8","8","8","8","0","0"
"Seed_Prob_0_7","docstring_parser.numpydoc","1615565188582777187","127","121846701744","0.6666666666666666","12","180","11","171","1","9"
"Seed_Prob_0_3","docstring_parser.numpydoc","1615564670335946123","114","121769186626","0.6282051282051282","11","220","9","151","2","69"
"Seed_Prob_0_3","docstring_parser.parser","1615564684695109775","255","124778830558","0.2727272727272727","8","20","8","20","0","0"
"Seed_Prob_0_0","docstring_parser.common","1615564345073432497","201","121302716381","0.3888888888888889","4","73","0","0","4","73"
"Seed_Prob_0_0","docstring_parser.styles","1615564337848814557","0","7752643648","1.0","2","2","2","2","0","0"
"Seed_Prob_0_1","docstring_parser.common","1615564387008339589","137","122421392159","0.3888888888888889","8","172","0","0","8","172"
"Seed_Prob_0_1","docstring_parser.parser","1615564392366067610","456","121021986095","0.2727272727272727","1","4","1","4","0","0"
"Seed_Prob_0_3","docstring_parser.common","1615564670330511445","184","121645066830","0.3888888888888889","2","49","0","0","2","49"
"Seed_Prob_0_7","docstring_parser.parser","1615565136048570928","246","121296135657","0.2727272727272727","10","24","10","24","0","0"
"Seed_Prob_0_5","docstring_parser.parser","1615564907882058908","236","127525274601","0.2727272727272727","7","18","7","18","0","0"
"Seed_Prob_0_9","docstring_parser.rest","1615565422725370176","169","122910004372","0.6888888888888889","9","115","3","19","6","96"
"Seed_Prob_0_4","docstring_parser.parser","1615564810989399045","435","121815687945","0.2727272727272727","1","3","1","3","0","0"
"Seed_Prob_0_7","docstring_parser.common","1615565136214310714","134","121703468001","0.3888888888888889","6","162","0","0","6","162"
"Seed_Prob_0_4","docstring_parser.google","1615564801717621371","240","121870481577","0.3977272727272727","11","66","9","50","2","16"
"Seed_Prob_0_5","docstring_parser.common","1615564910529457749","173","121857733170","0.3888888888888889","10","157","0","0","10","157"
