"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength"
"Seed_Prob_0_7","mimesis.providers.file","1615571262632490151","0","10005898375","1.0","9","41","9","41","0","0"
"Seed_Prob_0_9","mimesis.providers.units","1615571577225400241","5","14335321285","1.0","2","23","1","8","1","15"
"Seed_Prob_0_4","mimesis.builtins.uk","1615570913813804406","0","7986245263","1.0","6","33","4","22","2","11"
"Seed_Prob_0_1","mimesis.builtins.pt_br","1615570572895957961","122","123291840391","0.8","9","203","0","0","9","203"
"Seed_Prob_0_2","mimesis.providers.transport","1615570657244268062","0","8205963253","1.0","5","57","4","46","1","11"
"Seed_Prob_0_6","mimesis.builtins.base","1615571153766370066","0","11841213775","1.0","1","28","0","0","1","28"
"Seed_Prob_0_1","mimesis.builtins.it","1615570522456427531","223","121422378641","0.8571428571428571","8","28","8","28","0","0"
"Seed_Prob_0_4","mimesis.builtins.pt_br","1615570944939963496","186","121911268000","0.8","4","72","0","0","4","72"
"Seed_Prob_0_0","mimesis.builtins.ru","1615570406427417252","133","122000282929","0.803921568627451","8","128","3","21","5","107"
"Seed_Prob_0_1","mimesis.providers.base","1615570569664836990","232","121548689854","0.45","10","40","7","21","3","19"
"Seed_Prob_0_8","mimesis.providers.internet","1615571430931573765","10","159238660116","0.8947368421052632","10","95","8","57","2","38"
"Seed_Prob_0_9","mimesis.providers.development","1615571545889736573","0","10778757065","1.0","5","92","0","0","5","92"
"Seed_Prob_0_8","mimesis.builtins.en","1615571392003732352","170","121834256491","0.8461538461538461","10","117","9","111","1","6"
"Seed_Prob_0_0","mimesis.providers.person","1615570427020006956","77","123583401397","0.95","16","178","12","113","4","65"
"Seed_Prob_0_5","mimesis.builtins.ru","1615571051856583429","124","122914563005","0.803921568627451","12","144","9","82","3","62"
"Seed_Prob_0_9","mimesis.providers.clothing","1615571549441421783","0","7577886139","1.0","8","63","6","44","2","19"
"Seed_Prob_0_4","mimesis.providers.transport","1615570938729826488","0","9778994403","1.0","10","53","6","37","4","16"
"Seed_Prob_0_4","mimesis.providers.payment","1615570853083357947","97","121654565502","0.9615384615384616","10","68","10","68","0","0"
"Seed_Prob_0_8","mimesis.providers.person","1615571380763257219","48","138690936916","0.875","12","168","11","162","1","6"
"Seed_Prob_0_4","mimesis.enums","1615570915576662359","0","10968477382","1.0","6","6","6","6","0","0"
"Seed_Prob_0_7","mimesis.builtins.pt_br","1615571320000482769","181","122005399300","0.8","5","109","0","0","5","109"
"Seed_Prob_0_8","mimesis.providers.path","1615571407836557868","312","121451314131","0.9285714285714286","8","27","7","19","1","8"
"Seed_Prob_0_3","mimesis.builtins.da","1615570823646212138","0","10298909913","1.0","4","45","0","0","4","45"
"Seed_Prob_0_2","mimesis.providers.address","1615570655718498441","85","122439974261","0.92","9","139","7","126","2","13"
"Seed_Prob_0_9","mimesis.providers.address","1615571549845715617","104","122456791822","0.92","7","96","2","16","5","80"
"Seed_Prob_0_1","mimesis.providers.development","1615570547540710826","0","9596726043","1.0","9","179","0","0","9","179"
"Seed_Prob_0_7","mimesis.providers.units","1615571316292519243","1","10129236980","1.0","10","40","9","38","1","2"
"Seed_Prob_0_0","mimesis.providers.internet","1615570461261516218","29","129376368873","0.9473684210526315","10","105","9","91","1","14"
"Seed_Prob_0_6","mimesis.providers.transport","1615571195937969755","0","7198096856","1.0","5","40","5","40","0","0"
"Seed_Prob_0_6","mimesis.decorators","1615571195615066832","169","122637584651","0.14285714285714285","6","116","0","0","6","116"
"Seed_Prob_0_1","mimesis.providers.clothing","1615570528129258466","0","7460537614","1.0","7","66","5","54","2","12"
"Seed_Prob_0_8","mimesis.builtins.de","1615571425674487106","0","16213402221","1.0","7","148","0","0","7","148"
"Seed_Prob_0_2","mimesis.shortcuts","1615570663192886059","0","7597705006","1.0","6","32","6","32","0","0"
"Seed_Prob_0_3","mimesis.builtins.de","1615570832916445653","0","14655336044","1.0","2","26","0","0","2","26"
"Seed_Prob_0_5","mimesis.builtins.pl","1615571035316787191","157","122280212268","0.6666666666666666","7","98","5","43","2","55"
"Seed_Prob_0_6","mimesis.providers.path","1615571181142874493","276","121748398349","0.42857142857142855","6","15","6","15","0","0"
"Seed_Prob_0_4","mimesis.providers.address","1615570915270943563","102","122542299678","0.92","8","133","3","44","5","89"
"Seed_Prob_0_8","mimesis.decorators","1615571431619303872","270","121557429928","0.14285714285714285","3","45","0","0","3","45"
"Seed_Prob_0_2","mimesis.enums","1615570666125288775","0","7195090451","1.0","2","2","2","2","0","0"
"Seed_Prob_0_4","mimesis.shortcuts","1615570897717210212","10","10723123978","1.0","8","44","7","39","1","5"
"Seed_Prob_0_7","mimesis.providers.base","1615571313845256433","215","122285074148","0.45","7","63","6","55","1","8"
"Seed_Prob_0_0","mimesis.builtins.en","1615570408469547815","168","122311560718","0.7692307692307693","10","95","8","65","2","30"
"Seed_Prob_0_9","mimesis.providers.code","1615571528530731049","0","9509026655","1.0","10","60","10","60","0","0"
"Seed_Prob_0_3","mimesis.schema","1615570815638233458","113","123236593395","0.47368421052631576","7","29","7","29","0","0"
"Seed_Prob_0_2","mimesis.builtins.en","1615570673649738381","224","122448385317","0.8461538461538461","8","61","7","46","1","15"
"Seed_Prob_0_6","mimesis.builtins.de","1615571195615853997","0","13003628343","1.0","4","79","0","0","4","79"
"Seed_Prob_0_5","mimesis.providers.payment","1615571009760564948","103","123202085103","0.9615384615384616","9","95","8","82","1","13"
"Seed_Prob_0_3","mimesis.providers.food","1615570786260577269","0","10894069738","1.0","3","51","0","0","3","51"
"Seed_Prob_0_7","mimesis.providers.path","1615571289227017805","427","121394916071","0.42857142857142855","2","5","2","5","0","0"
"Seed_Prob_0_4","mimesis.providers.clothing","1615570903476713891","0","8205615250","1.0","7","116","4","50","3","66"
"Seed_Prob_0_6","mimesis.providers.clothing","1615571165737653365","0","6997284227","1.0","3","34","3","34","0","0"
"Seed_Prob_0_2","mimesis.builtins.pl","1615570670011776679","131","124238580171","0.6666666666666666","11","181","10","154","1","27"
"Seed_Prob_0_5","mimesis.builtins.it","1615571019335357447","177","122215958396","0.8571428571428571","8","56","8","56","0","0"
"Seed_Prob_0_5","mimesis.builtins.en","1615571002910917020","180","121802245745","0.8461538461538461","10","89","9","83","1","6"
"Seed_Prob_0_0","mimesis.builtins.base","1615570421234470127","0","17120372926","1.0","4","88","0","0","4","88"
"Seed_Prob_0_1","mimesis.enums","1615570515476870721","0","11596098638","1.0","2","2","2","2","0","0"
"Seed_Prob_0_2","mimesis.providers.file","1615570668980804056","0","13163195042","1.0","7","38","7","38","0","0"
"Seed_Prob_0_9","mimesis.random","1615571526556350657","37","159072343594","0.7714285714285715","10","103","8","89","2","14"
"Seed_Prob_0_3","mimesis.builtins.pl","1615570763866933244","208","122124992447","0.6666666666666666","8","87","6","61","2","26"
"Seed_Prob_0_5","mimesis.shortcuts","1615571034904600409","7","11813614368","1.0","8","36","8","36","0","0"
"Seed_Prob_0_8","mimesis.builtins.ru","1615571438993184404","142","122331574019","0.803921568627451","7","117","4","37","3","80"
"Seed_Prob_0_4","mimesis.providers.hardware","1615570883109957319","0","9825173359","1.0","8","154","0","0","8","154"
"Seed_Prob_0_6","mimesis.providers.hardware","1615571169366189324","0","10911352911","1.0","8","206","0","0","8","206"
"Seed_Prob_0_6","mimesis.providers.person","1615571138628533445","88","122923412536","0.9375","16","172","14","162","2","10"
"Seed_Prob_0_6","mimesis.builtins.ru","1615571176709960030","100","123344194113","0.803921568627451","8","186","4","71","4","115"
"Seed_Prob_0_1","mimesis.providers.business","1615570517675324647","0","9398094082","1.0","5","105","0","0","5","105"
"Seed_Prob_0_3","mimesis.builtins.it","1615570773656987327","173","122569318725","0.8571428571428571","5","27","5","27","0","0"
"Seed_Prob_0_9","mimesis.enums","1615571526352687157","0","7987406168","1.0","1","1","1","1","0","0"
"Seed_Prob_0_8","mimesis.builtins.base","1615571411336116534","0","13106321686","1.0","3","87","0","0","3","87"
"Seed_Prob_0_0","mimesis.decorators","1615570405832991291","198","121597307547","0.14285714285714285","4","72","0","0","4","72"
"Seed_Prob_0_7","mimesis.providers.food","1615571267387534635","0","11346005519","1.0","7","122","0","0","7","122"
"Seed_Prob_0_1","mimesis.providers.transport","1615570563199172665","0","12208608651","1.0","8","75","5","37","3","38"
"Seed_Prob_0_9","mimesis.providers.business","1615571521385729485","0","13098512372","1.0","8","118","2","34","6","84"
"Seed_Prob_0_2","mimesis.builtins.ru","1615570662138479553","138","123702626087","0.803921568627451","7","118","1","24","6","94"
"Seed_Prob_0_0","mimesis.providers.path","1615570400552974769","207","121790633967","0.35714285714285715","10","27","10","27","0","0"
"Seed_Prob_0_1","mimesis.providers.payment","1615570491506703137","126","123959273420","0.9615384615384616","8","70","7","64","1","6"
"Seed_Prob_0_9","mimesis.decorators","1615571560562906780","183","121521543161","0.14285714285714285","3","69","0","0","3","69"
"Seed_Prob_0_7","mimesis.providers.business","1615571303297928968","0","11497924005","1.0","7","125","1","35","6","90"
"Seed_Prob_0_0","mimesis.builtins.de","1615570406487909927","0","11994532974","1.0","2","66","0","0","2","66"
"Seed_Prob_0_4","mimesis.builtins.pl","1615570902949455215","172","122181337753","0.6666666666666666","7","97","5","70","2","27"
"Seed_Prob_0_9","mimesis.builtins.nl","1615571560475162236","153","121605911186","0.9230769230769231","1","24","0","0","1","24"
"Seed_Prob_0_7","mimesis.enums","1615571295623854364","0","9815429672","1.0","6","6","6","6","0","0"
"Seed_Prob_0_0","mimesis.providers.file","1615570416777965287","0","7888973398","1.0","5","26","5","26","0","0"
