"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength"
"Seed_Prob_0_1","flutils.codecs.raw_utf8_escape","1615572020026083954","195","123593294208","0.7391304347826086","10","85","9","76","1","9"
"Seed_Prob_0_7","flutils.pathutils","1615572803645826270","170","122802316556","0.45384615384615384","15","50","15","50","0","0"
"Seed_Prob_0_1","flutils.codecs.b64","1615572015597561608","258","121623864857","0.8461538461538461","6","43","6","43","0","0"
"Seed_Prob_0_4","flutils.moduleutils","1615572390880259603","179","123938144727","0.2426470588235294","13","55","13","55","0","0"
"Seed_Prob_0_3","flutils.txtutils","1615572242654720861","187","121897844735","0.16666666666666666","7","67","6","63","1","4"
"Seed_Prob_0_7","flutils.setuputils.cfg","1615572808385330180","238","122152535077","0.03773584905660377","8","14","8","14","0","0"
"Seed_Prob_0_2","flutils.packages","1615572172834127212","302","122789406088","0.07142857142857142","4","6","4","6","0","0"
"Seed_Prob_0_8","flutils.pathutils","1615572912959776309","168","122319700996","0.5615384615384615","13","57","13","57","0","0"
"Seed_Prob_0_0","flutils.strutils","1615571948997811443","230","121347129352","0.8181818181818182","4","45","1","2","3","43"
"Seed_Prob_0_0","flutils.setuputils.cfg","1615571958149609767","262","121510355210","0.03773584905660377","9","11","9","11","0","0"
"Seed_Prob_0_5","flutils.codecs.raw_utf8_escape","1615572523291195430","224","122678864793","0.782608695652174","10","73","8","53","2","20"
"Seed_Prob_0_2","flutils.pathutils","1615572175480021087","164","121757411732","0.45384615384615384","17","70","17","70","0","0"
"Seed_Prob_0_8","flutils.packages","1615572910633483019","286","121666002288","0.07142857142857142","7","11","7","11","0","0"
"Seed_Prob_0_5","flutils.codecs.b64","1615572544174366964","371","121334373367","0.6153846153846154","3","10","2","5","1","5"
"Seed_Prob_0_8","flutils.codecs.raw_utf8_escape","1615572908192835209","201","122338834222","0.8260869565217391","10","61","10","61","0","0"
"Seed_Prob_0_0","flutils.objutils","1615571953448428438","137","122254891669","0.48484848484848486","3","83","0","0","3","83"
"Seed_Prob_0_7","flutils.txtutils","1615572757962482428","194","121941964593","0.18421052631578946","7","72","6","68","1","4"
"Seed_Prob_0_9","flutils.strutils","1615573022523943100","120","122176913434","0.9545454545454546","5","136","4","97","1","39"
"Seed_Prob_0_4","flutils.codecs.b64","1615572409397516222","229","122183901149","0.7692307692307693","8","63","7","56","1","7"
"Seed_Prob_0_3","flutils.setuputils.cfg","1615572237079099194","280","121199285329","0.03773584905660377","8","11","8","11","0","0"
"Seed_Prob_0_6","flutils.pathutils","1615572626165703041","201","122210722066","0.47692307692307695","12","46","12","46","0","0"
"Seed_Prob_0_9","flutils.objutils","1615573039495353095","175","121980912979","0.48484848484848486","3","66","0","0","3","66"
"Seed_Prob_0_6","flutils.strutils","1615572677893481847","112","122237629514","0.9545454545454546","11","181","5","45","6","136"
"Seed_Prob_0_6","flutils.packages","1615572656813053501","218","121395468975","0.07142857142857142","8","10","8","10","0","0"
"Seed_Prob_0_9","flutils.setuputils.cmd","1615573022563490372","260","121383806950","0.058823529411764705","9","10","9","10","0","0"
"Seed_Prob_0_6","flutils.setuputils.cfg","1615572681770665098","317","121273809002","0.03773584905660377","6","12","6","12","0","0"
"Seed_Prob_0_3","flutils.pathutils","1615572242654822908","163","121945741665","0.5153846153846153","15","69","15","69","0","0"
"Seed_Prob_0_4","flutils.namedtupleutils","1615572409878630297","201","122521036525","0.5263157894736842","10","59","10","59","0","0"
"Seed_Prob_0_2","flutils.codecs.b64","1615572175480351882","303","121518605726","0.7692307692307693","7","43","7","43","0","0"
"Seed_Prob_0_8","flutils.namedtupleutils","1615572913088680958","169","121918513611","0.5263157894736842","9","57","8","19","1","38"
"Seed_Prob_0_5","flutils.packages","1615572526454494871","343","121394401279","0.07142857142857142","3","6","3","6","0","0"
"Seed_Prob_0_5","flutils.namedtupleutils","1615572526100079043","163","122166943210","0.5263157894736842","9","60","9","60","0","0"
"Seed_Prob_0_0","flutils.setuputils.cmd","1615571958149076073","380","121135747506","0.058823529411764705","2","3","2","3","0","0"
"Seed_Prob_0_1","flutils.validators","1615572013857166117","163","121565060770","0.9565217391304348","11","51","11","51","0","0"
"Seed_Prob_0_2","flutils.namedtupleutils","1615572175480070597","212","121674621362","0.5263157894736842","10","41","7","10","3","31"
"Seed_Prob_0_0","flutils.decorators","1615571952427464472","223","121495456307","0.7","7","44","4","29","3","15"
"Seed_Prob_0_7","flutils.strutils","1615572799376677555","162","121815734135","0.9545454545454546","7","95","4","50","3","45"
"Seed_Prob_0_4","flutils.codecs.raw_utf8_escape","1615572413861102569","163","121943350442","0.7391304347826086","8","60","8","60","0","0"
"Seed_Prob_0_3","flutils.validators","1615572256582351643","84","57143820321","1.0","13","60","13","60","0","0"
"Seed_Prob_0_9","flutils.decorators","1615573022460629032","245","121664337430","0.7","9","64","7","52","2","12"
"Seed_Prob_0_7","flutils.objutils","1615572757310083090","155","122194978578","0.48484848484848486","4","100","0","0","4","100"
"Seed_Prob_0_1","flutils.packages","1615572009766130557","247","121616574329","0.07142857142857142","7","16","7","16","0","0"
"Seed_Prob_0_7","flutils.setuputils.cmd","1615572809456588193","201","121646121251","0.058823529411764705","10","12","10","12","0","0"
"Seed_Prob_0_1","flutils.namedtupleutils","1615572010260888786","218","121532931485","0.5263157894736842","8","22","6","7","2","15"
"Seed_Prob_0_6","flutils.setuputils.cmd","1615572679306391900","293","122131108535","0.058823529411764705","9","10","9","10","0","0"
"Seed_Prob_0_3","flutils.objutils","1615572242655285785","181","121767468198","0.48484848484848486","5","80","0","0","5","80"
"Seed_Prob_0_4","flutils.packages","1615572408248202034","246","121542912808","0.07142857142857142","10","21","10","21","0","0"
"Seed_Prob_0_9","flutils.pathutils","1615573040325753576","203","121695035085","0.47692307692307695","16","79","14","59","2","20"
"Seed_Prob_0_3","flutils.setuputils.cmd","1615572236684639883","318","121265776024","0.058823529411764705","4","5","4","5","0","0"
"Seed_Prob_0_6","flutils.decorators","1615572673889353517","244","122780763728","0.7","8","53","7","51","1","2"
"Seed_Prob_0_6","flutils.namedtupleutils","1615572657338011765","199","121676752513","0.5263157894736842","10","32","8","18","2","14"
"Seed_Prob_0_3","flutils.strutils","1615572282570604455","151","121992619687","0.9545454545454546","6","137","2","32","4","105"
"Seed_Prob_0_6","flutils.codecs.b64","1615572626630303526","223","121580941338","0.7692307692307693","9","38","9","38","0","0"
"Seed_Prob_0_7","flutils.validators","1615572765525220058","10","11559053953","1.0","9","49","9","49","0","0"
"Seed_Prob_0_9","flutils.setuputils.cfg","1615573021623308878","335","121255360651","0.03773584905660377","5","10","5","10","0","0"
"Seed_Prob_0_4","flutils.pathutils","1615572422754440911","108","122441736047","0.47692307692307695","15","65","15","65","0","0"
"Seed_Prob_0_0","flutils.txtutils","1615571960459625757","127","122737607750","0.16666666666666666","10","99","10","99","0","0"
"Seed_Prob_0_0","flutils.validators","1615571960459894221","141","122106511894","0.9565217391304348","12","53","12","53","0","0"
"Seed_Prob_0_9","flutils.codecs.b64","1615573047520373639","331","121604351992","0.7692307692307693","7","24","5","17","2","7"
"Seed_Prob_0_3","flutils.namedtupleutils","1615572253766219100","210","121715697294","0.5263157894736842","5","58","3","35","2","23"
"Seed_Prob_0_9","flutils.txtutils","1615573034859521516","196","124887796612","0.16666666666666666","9","79","7","64","2","15"
"Seed_Prob_0_9","flutils.codecs.raw_utf8_escape","1615573040302560496","173","123116634180","0.782608695652174","11","68","10","65","1","3"
"Seed_Prob_0_3","flutils.packages","1615572241763354308","222","121771166682","0.07142857142857142","8","14","8","14","0","0"
"Seed_Prob_0_6","flutils.validators","1615572643084781981","70","50894600383","1.0","10","70","10","70","0","0"
"Seed_Prob_0_4","flutils.objutils","1615572422754732348","103","123576262439","0.48484848484848486","9","233","0","0","9","233"
"Seed_Prob_0_6","flutils.txtutils","1615572626613226451","203","121742461801","0.15789473684210525","6","59","6","59","0","0"
"Seed_Prob_0_8","flutils.setuputils.cmd","1615572914398381575","386","121101057796","0.058823529411764705","2","3","2","3","0","0"
"Seed_Prob_0_2","flutils.decorators","1615572172696449634","288","123112640041","0.7","2","27","2","27","0","0"
"Seed_Prob_0_8","flutils.decorators","1615572917194641019","224","122481801687","0.7","8","60","8","60","0","0"
"Seed_Prob_0_2","flutils.setuputils.cmd","1615572157295544451","215","121191354102","0.058823529411764705","8","9","8","9","0","0"
"Seed_Prob_0_0","flutils.codecs.b64","1615571960459654568","202","121903594403","0.7692307692307693","8","45","6","35","2","10"
"Seed_Prob_0_0","flutils.namedtupleutils","1615571953453572131","207","121245340786","0.5263157894736842","7","39","6","20","1","19"
"Seed_Prob_0_5","flutils.validators","1615572525056132881","32","21293736315","1.0","9","36","8","31","1","5"
"Seed_Prob_0_5","flutils.setuputils.cmd","1615572533035899793","303","123030844365","0.058823529411764705","5","6","5","6","0","0"
"Seed_Prob_0_2","flutils.validators","1615572165359917803","78","48316309404","1.0","11","46","11","46","0","0"
"Seed_Prob_0_2","flutils.txtutils","1615572152998275340","156","122090055751","0.16666666666666666","7","111","7","111","0","0"
"Seed_Prob_0_5","flutils.objutils","1615572544174127307","119","123471894879","0.48484848484848486","5","136","0","0","5","136"
"Seed_Prob_0_8","flutils.txtutils","1615572915781268968","167","121875004978","0.15789473684210525","10","109","10","109","0","0"
"Seed_Prob_0_5","flutils.strutils","1615572511755636418","120","122133943514","0.9545454545454546","10","197","5","73","5","124"
"Seed_Prob_0_0","flutils.moduleutils","1615571958151234933","171","121512186512","0.2426470588235294","10","32","10","32","0","0"
"Seed_Prob_0_8","flutils.validators","1615572912229192085","31","21639590709","1.0","11","58","10","47","1","11"
"Seed_Prob_0_4","flutils.setuputils.cfg","1615572394511459230","442","121280784905","0.03773584905660377","2","3","2","3","0","0"
"Seed_Prob_0_1","flutils.strutils","1615572018799146066","129","122303099532","0.9545454545454546","10","171","5","66","5","105"
"Seed_Prob_0_4","flutils.strutils","1615572394843063897","169","122040159479","0.9545454545454546","2","42","0","0","2","42"
"Seed_Prob_0_1","flutils.setuputils.cmd","1615572021075232618","231","123163036010","0.058823529411764705","10","13","10","13","0","0"
"Seed_Prob_0_7","flutils.namedtupleutils","1615572803748301273","183","122765532186","0.5263157894736842","8","95","7","84","1","11"
"Seed_Prob_0_1","flutils.objutils","1615572015597924679","157","122699357676","0.48484848484848486","10","155","0","0","10","155"
"Seed_Prob_0_7","flutils.packages","1615572803748347670","267","122569746658","0.07142857142857142","6","11","6","11","0","0"
"Seed_Prob_0_7","flutils.decorators","1615572799530460431","357","121273476787","0.7","5","30","3","23","2","7"
"Seed_Prob_0_0","flutils.packages","1615571958987935280","250","121802616175","0.07142857142857142","10","18","10","18","0","0"
"Seed_Prob_0_5","flutils.decorators","1615572509719952014","247","121156168258","0.7","7","50","6","44","1","6"
"Seed_Prob_0_5","flutils.txtutils","1615572544174415209","169","121786154088","0.16666666666666666","11","144","11","144","0","0"
"Seed_Prob_0_8","flutils.strutils","1615572909940759089","160","121892448240","0.9545454545454546","5","92","0","0","5","92"
"Seed_Prob_0_2","flutils.setuputils.cfg","1615572167125237607","214","124025504699","0.03773584905660377","10","19","10","19","0","0"
"Seed_Prob_0_0","flutils.pathutils","1615571960460065153","163","122419176695","0.4461538461538462","15","57","13","43","2","14"
"Seed_Prob_0_8","flutils.setuputils.cfg","1615572914472876467","401","121436513025","0.03773584905660377","4","6","4","6","0","0"
"Seed_Prob_0_2","flutils.strutils","1615572167124912505","128","124915888675","0.9545454545454546","8","168","5","96","3","72"
"Seed_Prob_0_4","flutils.validators","1615572398777079350","6","8960248803","1.0","11","45","10","42","1","3"
"Seed_Prob_0_6","flutils.objutils","1615572626433289552","104","122534589843","0.48484848484848486","8","215","0","0","8","215"
"Seed_Prob_0_3","flutils.decorators","1615572282741977544","204","121496462972","0.7","7","53","7","53","0","0"
"Seed_Prob_0_4","flutils.txtutils","1615572419541065503","222","122739292301","0.16666666666666666","6","75","6","75","0","0"
"Seed_Prob_0_9","flutils.validators","1615573040326369542","44","33247168515","1.0","9","94","9","94","0","0"
"Seed_Prob_0_9","flutils.namedtupleutils","1615573042247692180","209","122313611362","0.5263157894736842","6","35","5","6","1","29"
"Seed_Prob_0_3","flutils.codecs.b64","1615572237205674512","353","121276292242","0.7692307692307693","4","19","4","19","0","0"
"Seed_Prob_0_6","flutils.codecs.raw_utf8_escape","1615572656488993528","166","121470070035","0.6956521739130435","9","58","8","56","1","2"
"Seed_Prob_0_9","flutils.packages","1615573045521347433","369","123070782732","0.07142857142857142","3","5","3","5","0","0"
