"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength"
"Seed_Prob_0_1","apimd.compiler","1615558329430022157","104","122346736856","0.25870646766169153","18","137","16","115","2","22"
"Seed_Prob_0_3","apimd.compiler","1615558583369516444","122","122506151036","0.263681592039801","15","150","15","150","0","0"
"Seed_Prob_0_7","apimd.compiler","1615559082064046538","136","121897369736","0.5422885572139303","15","107","13","96","2","11"
"Seed_Prob_0_0","apimd.compiler","1615558300969278953","110","122258516314","0.25870646766169153","18","134","17","128","1","6"
"Seed_Prob_0_8","apimd.compiler","1615559207650956090","116","126240034359","0.42786069651741293","20","138","18","129","2","9"
"Seed_Prob_0_4","apimd.compiler","1615558734186765381","128","123455282296","0.5522388059701493","19","138","15","113","4","25"
"Seed_Prob_0_2","apimd.compiler","1615558476210706267","104","122163244337","0.263681592039801","20","148","18","137","2","11"
"Seed_Prob_0_6","apimd.compiler","1615558976766596247","145","123851296520","0.4975124378109453","18","162","16","138","2","24"
"Seed_Prob_0_9","apimd.compiler","1615559307429677753","122","122674694286","0.5522388059701493","16","134","15","115","1","19"
"Seed_Prob_0_5","apimd.compiler","1615558834980672722","116","122637410581","0.5472636815920398","19","147","16","114","3","33"
