"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength","CollectedTestCases","SuitableTestModule","FoundTestCases"
"Init_Reuse_0.5_Mut_8","flutils.validators","1615365130878176272","323","121391455137","0.9565217391304348","11","38","9","36","2","2","7","True","9"
"Init_Reuse_0.3_Mut_0","flutils.pathutils","1615364103238963560","195","121844676850","0.5230769230769231","15","54","15","54","0","0","8","True","8"
"Init_Reuse_0.3_Mut_4","flutils.objutils","1615364566943369140","222","121866183804","0.48484848484848486","6","76","0","0","6","76","24","True","41"
"Init_Reuse_0.3_Mut_8","flutils.namedtupleutils","1615365010826072956","232","121429230897","0.5263157894736842","9","38","7","29","2","9","1","True","11"
"Init_Reuse_0.7_Mut_4","flutils.strutils","1615364796711810618","156","122146475934","0.8181818181818182","7","118","2","28","5","90","1","True","7"
"Init_Reuse_0.5_Mut_8","flutils.pathutils","1615365139406294023","176","122014489353","0.5846153846153846","19","84","19","84","0","0","8","True","8"
"Init_Reuse_0.3_Mut_4","flutils.pathutils","1615364560886011044","153","121831332046","0.5","13","62","13","62","0","0","8","True","8"
"Init_Reuse_0.9_Mut_4","flutils.objutils","1615364897077461990","493","121369988887","0.48484848484848486","8","42","0","0","8","42","24","True","41"
"Init_Reuse_0.9_Mut_4","flutils.namedtupleutils","1615364895761971044","493","121506552790","0.5263157894736842","8","47","1","9","7","38","1","True","11"
"Init_Reuse_0.9_Mut_0","flutils.pathutils","1615364473571638470","269","122199825693","0.5538461538461539","11","59","10","47","1","12","8","True","8"
"Init_Reuse_0.7_Mut_8","flutils.codecs.b64","1615365232505092749","204","121539025892","0.7692307692307693","8","32","7","27","1","5","2","True","13"
"Init_Reuse_0.5_Mut_8","flutils.namedtupleutils","1615365138440808912","312","121301919002","0.5263157894736842","4","34","3","32","1","2","1","True","11"
"Init_Reuse_0.0_Mut_0","flutils.validators","1615364048373949617","224","121213427661","0.9565217391304348","9","46","9","46","0","0","","",""
"Init_Reuse_0.5_Mut_8","flutils.moduleutils","1615365122897657876","215","121617225651","0.2426470588235294","12","33","12","33","0","0","","False",""
"Init_Reuse_0.0_Mut_0","flutils.pathutils","1615364049630642352","136","122216257826","0.5384615384615384","15","72","15","72","0","0","","",""
"Init_Reuse_0.0_Mut_0","flutils.setuputils.cfg","1615364052381612385","470","121152438969","0.03773584905660377","2","3","1","1","1","2","","",""
"Init_Reuse_0.3_Mut_0","flutils.strutils","1615364103142800532","167","121868007963","0.8181818181818182","7","106","3","38","4","68","1","True","7"
"Init_Reuse_0.0_Mut_0","flutils.strutils","1615364049293509293","131","122049213491","0.9090909090909091","11","177","7","137","4","40","","",""
"Init_Reuse_0.5_Mut_0","flutils.objutils","1615364276091026597","373","121722710289","0.5454545454545454","4","29","0","0","4","29","24","True","41"
"Init_Reuse_0.7_Mut_8","flutils.strutils","1615365214934545788","183","121911563806","0.8181818181818182","9","84","5","44","4","40","1","True","7"
"Init_Reuse_0.9_Mut_8","flutils.objutils","1615365345171301297","389","121521998690","0.48484848484848486","7","46","0","0","7","46","24","True","41"
"Init_Reuse_0.3_Mut_8","flutils.moduleutils","1615365012626062210","167","121777276621","0.2426470588235294","12","47","12","47","0","0","","False",""
"Init_Reuse_0.7_Mut_0","flutils.namedtupleutils","1615364346277293107","325","121606374959","0.5263157894736842","6","44","4","32","2","12","1","True","11"
"Init_Reuse_0.7_Mut_4","flutils.validators","1615364819010493909","343","122104474772","0.9565217391304348","9","39","8","26","1","13","7","True","9"
"Init_Reuse_0.7_Mut_0","flutils.strutils","1615364346275225994","324","121288969547","0.8181818181818182","2","34","2","34","0","0","1","True","7"
"Init_Reuse_0.9_Mut_8","flutils.namedtupleutils","1615365354516244102","341","121366468852","0.5263157894736842","10","65","9","58","1","7","1","True","11"
"Init_Reuse_0.9_Mut_0","flutils.objutils","1615364480671338613","356","121705178712","0.48484848484848486","3","39","0","0","3","39","24","True","41"
"Init_Reuse_0.3_Mut_4","flutils.setuputils.cfg","1615364556005976739","496","121304811750","0.03773584905660377","6","15","6","15","0","0","5","True","16"
"Init_Reuse_0.5_Mut_4","flutils.validators","1615364683656932947","325","121305699426","0.9565217391304348","9","40","6","28","3","12","7","True","9"
"Init_Reuse_0.7_Mut_4","flutils.packages","1615364802942712045","265","121268347853","0.07142857142857142","7","14","7","14","0","0","","False",""
"Init_Reuse_0.7_Mut_0","flutils.codecs.raw_utf8_escape","1615364340821803678","285","121536906672","0.7391304347826086","7","60","6","52","1","8","3","True","11"
"Init_Reuse_0.0_Mut_0","flutils.objutils","1615364048766161747","162","121747692647","0.48484848484848486","6","91","0","0","6","91","","",""
"Init_Reuse_0.7_Mut_8","flutils.objutils","1615365229027807007","169","122689424079","0.48484848484848486","8","147","0","0","8","147","24","True","41"
"Init_Reuse_0.5_Mut_0","flutils.strutils","1615364236972218352","145","122468782464","0.8181818181818182","10","94","2","28","8","66","1","True","7"
"Init_Reuse_0.5_Mut_8","flutils.packages","1615365136527698517","239","122328731756","0.07142857142857142","6","13","6","13","0","0","","False",""
"Init_Reuse_0.9_Mut_4","flutils.setuputils.cfg","1615364888473824040","906","121104519843","0.03773584905660377","9","5","1","1","8","4","5","True","16"
"Init_Reuse_0.7_Mut_8","flutils.validators","1615365223056993536","328","121117803574","0.9565217391304348","7","37","7","37","0","0","7","True","9"
"Init_Reuse_0.7_Mut_0","flutils.validators","1615364340175088060","307","121361299479","0.9565217391304348","7","55","6","51","1","4","7","True","9"
"Init_Reuse_0.5_Mut_0","flutils.moduleutils","1615364223632832876","194","121913403204","0.2426470588235294","11","47","11","47","0","0","","False",""
"Init_Reuse_0.9_Mut_4","flutils.packages","1615364882815978448","287","121537155031","0.07142857142857142","6","19","6","19","0","0","","False",""
"Init_Reuse_0.9_Mut_4","flutils.validators","1615364896903371688","445","121278023488","0.9565217391304348","12","49","9","37","3","12","7","True","9"
"Init_Reuse_0.3_Mut_4","flutils.codecs.b64","1615364560771667462","253","121472204877","0.6923076923076923","8","27","8","27","0","0","2","True","13"
"Init_Reuse_0.7_Mut_4","flutils.setuputils.cfg","1615364797479304999","565","121202971618","0.03773584905660377","4","8","4","8","0","0","5","True","16"
"Init_Reuse_0.9_Mut_0","flutils.strutils","1615364481122389065","183","123189201319","0.8181818181818182","2","58","0","0","2","58","1","True","7"
