"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength"
"Seed_Prob_0_2","string_utils.generation","1615558504748941686","180","121377936098","0.9047619047619048","11","69","11","69","0","0"
"Seed_Prob_0_7","string_utils.errors","1615559099986246299","0","12976398024","1.0","1","18","0","0","1","18"
"Seed_Prob_0_5","string_utils.errors","1615558875119876000","0","10571776851","1.0","8","163","0","0","8","163"
"Seed_Prob_0_2","string_utils.manipulation","1615558498506668702","110","122160374215","0.8549618320610687","23","208","23","208","0","0"
"Seed_Prob_0_3","string_utils.errors","1615558624510857512","0","11454670770","1.0","6","127","0","0","6","127"
"Seed_Prob_0_8","string_utils.errors","1615559221228165926","0","11345040423","1.0","7","183","0","0","7","183"
"Seed_Prob_0_1","string_utils.errors","1615558372784032943","0","9648240104","1.0","9","148","0","0","9","148"
"Seed_Prob_0_4","string_utils.validation","1615558763957021355","99","126081690168","0.7569444444444444","17","360","6","83","11","277"
"Seed_Prob_0_9","string_utils.generation","1615559343235234506","181","121652537043","0.9047619047619048","13","82","13","82","0","0"
"Seed_Prob_0_9","string_utils.validation","1615559342968817438","86","124198194420","0.7430555555555556","18","364","8","94","10","270"
"Seed_Prob_0_2","string_utils.errors","1615558504748441591","0","12125053713","1.0","9","238","0","0","9","238"
"Seed_Prob_0_1","string_utils.validation","1615558372709623801","78","123901015040","0.7361111111111112","21","490","8","162","13","328"
"Seed_Prob_0_1","string_utils.generation","1615558372918965605","152","122283062893","0.9047619047619048","13","83","12","75","1","8"
"Seed_Prob_0_3","string_utils.validation","1615558615251528833","81","124024788157","0.7569444444444444","17","397","6","86","11","311"
"Seed_Prob_0_3","string_utils.generation","1615558633613341109","155","122183865037","0.9047619047619048","13","81","12","61","1","20"
"Seed_Prob_0_0","string_utils.errors","1615558297646359594","0","10595999201","1.0","10","246","0","0","10","246"
"Seed_Prob_0_2","string_utils.validation","1615558504719745960","77","124284981840","0.75","18","422","7","108","11","314"
"Seed_Prob_0_7","string_utils.validation","1615559117453392373","88","123493491117","0.7569444444444444","17","393","6","91","11","302"
"Seed_Prob_0_5","string_utils.validation","1615558881203921551","87","124162174500","0.7430555555555556","19","433","8","144","11","289"
"Seed_Prob_0_5","string_utils.generation","1615558850399237658","184","121593968174","0.9047619047619048","11","63","11","63","0","0"
"Seed_Prob_0_7","string_utils.generation","1615559121618483847","173","123100533839","0.9047619047619048","12","98","12","98","0","0"
"Seed_Prob_0_4","string_utils.manipulation","1615558751230460025","128","122336217634","0.9007633587786259","24","188","21","151","3","37"
"Seed_Prob_0_9","string_utils.errors","1615559343214674451","0","10480521063","1.0","1","19","0","0","1","19"
"Seed_Prob_0_4","string_utils.generation","1615558765998380458","161","122836570771","0.9047619047619048","11","83","11","83","0","0"
"Seed_Prob_0_9","string_utils.manipulation","1615559354395788683","112","125322694590","0.8702290076335878","24","197","22","172","2","25"
"Seed_Prob_0_6","string_utils.validation","1615559001538897312","85","125286494323","0.7222222222222222","16","326","6","96","10","230"
"Seed_Prob_0_0","string_utils.generation","1615558293513918513","151","121983535785","0.9047619047619048","13","62","13","62","0","0"
"Seed_Prob_0_8","string_utils.validation","1615559217745395955","96","123141702887","0.7708333333333334","19","369","6","53","13","316"
"Seed_Prob_0_4","string_utils.errors","1615558765997831066","0","10592544131","1.0","9","203","0","0","9","203"
"Seed_Prob_0_0","string_utils.manipulation","1615558297795860101","112","121983396191","0.8091603053435115","25","174","25","174","0","0"
"Seed_Prob_0_6","string_utils.errors","1615559005658852916","0","12685477241","1.0","1","26","0","0","1","26"
"Seed_Prob_0_5","string_utils.manipulation","1615558867299953463","127","123004207110","0.8320610687022901","22","200","21","190","1","10"
"Seed_Prob_0_8","string_utils.manipulation","1615559228926169870","125","122871598497","0.8396946564885496","21","176","20","159","1","17"
"Seed_Prob_0_7","string_utils.manipulation","1615559122733454642","133","125554997840","0.8473282442748091","20","152","20","152","0","0"
"Seed_Prob_0_8","string_utils.generation","1615559222682300464","169","121910647974","0.9047619047619048","12","93","11","83","1","10"
"Seed_Prob_0_0","string_utils.validation","1615558296706922308","90","124391191411","0.75","17","390","6","85","11","305"
"Seed_Prob_0_6","string_utils.generation","1615558990904546548","206","121248953055","0.9047619047619048","10","77","10","77","0","0"
"Seed_Prob_0_3","string_utils.manipulation","1615558617877698055","123","122334050435","0.8702290076335878","22","228","21","213","1","15"
"Seed_Prob_0_1","string_utils.manipulation","1615558372709666754","123","123408595927","0.8549618320610687","24","185","23","173","1","12"
"Seed_Prob_0_6","string_utils.manipulation","1615558992952918413","116","122614338729","0.8931297709923665","23","187","23","187","0","0"
