"ConfigurationId","TargetModule","RandomSeed","AlgorithmIterations","TotalTime","Coverage","Size","Length","FailingSize","FailingLength","PassingSize","PassingLength","CollectedTestCases","SuitableTestModule","FoundTestCases"
"Init_Reuse_0.5_Mut_0","codetiming._timers","1615374637957674639","192","122705798350","0.8529411764705882","12","75","11","74","1","1","","False",""
"Init_Reuse_0.0_Mut_0","codetiming._timer","1615374416448484943","17","18874485473","1.0","10","90","8","76","2","14","","",""
"Init_Reuse_0.5_Mut_4","codetiming._timer","1615375101962093416","2","8267800887","1.0","9","73","7","61","2","12","","False",""
"Init_Reuse_0.3_Mut_0","codetiming._timer","1615374502093459528","11","13990309527","1.0","8","74","8","74","0","0","","False",""
"Init_Reuse_0.3_Mut_8","codetiming._timer","1615375445281082857","3","10294091323","1.0","11","99","10","95","1","4","","False",""
"Init_Reuse_0.3_Mut_4","codetiming._timer","1615374999593792470","38","31735234711","1.0","8","83","8","83","0","0","","False",""
"Init_Reuse_0.0_Mut_0","codetiming._timers","1615374450390883550","199","122225767730","0.8529411764705882","9","72","9","72","0","0","","",""
"Init_Reuse_0.5_Mut_0","codetiming._timer","1615374638707539841","15","16000533441","1.0","7","62","7","62","0","0","","False",""
"Init_Reuse_0.5_Mut_4","codetiming._timers","1615375100452936010","135","121820010765","0.8529411764705882","14","114","14","114","0","0","","False",""
"Init_Reuse_0.3_Mut_0","codetiming._timers","1615374508551450279","144","121802545217","0.8235294117647058","12","94","12","94","0","0","","False",""
"Init_Reuse_0.7_Mut_4","codetiming._timers","1615375248517438083","188","121494353865","0.8529411764705882","15","84","12","67","3","17","","False",""
"Init_Reuse_0.7_Mut_0","codetiming._timer","1615374761153904450","56","41442622782","1.0","8","90","8","90","0","0","","False",""
"Init_Reuse_0.7_Mut_4","codetiming._timer","1615375248983829156","10","11951152820","1.0","7","59","7","59","0","0","","False",""
"Init_Reuse_0.3_Mut_4","codetiming._timers","1615374992316814154","201","121791171834","0.8529411764705882","11","90","8","60","3","30","","False",""
"Init_Reuse_0.9_Mut_8","codetiming._timers","1615375768944022996","209","121450055154","0.8529411764705882","11","72","10","67","1","5","","False",""
"Init_Reuse_0.3_Mut_8","codetiming._timers","1615375433333203972","213","121412098330","0.8529411764705882","9","89","9","89","0","0","","False",""
"Init_Reuse_0.5_Mut_8","codetiming._timer","1615375572971679286","9","11841106829","1.0","7","70","7","70","0","0","","False",""
"Init_Reuse_0.9_Mut_0","codetiming._timers","1615374866998581220","150","121782048568","0.8529411764705882","13","91","13","91","0","0","","False",""
"Init_Reuse_0.9_Mut_4","codetiming._timers","1615375327069182333","189","121651618994","0.8235294117647058","13","95","10","81","3","14","","False",""
"Init_Reuse_0.7_Mut_8","codetiming._timers","1615375674614182982","170","121183439922","0.8529411764705882","13","89","12","82","1","7","","False",""
"Init_Reuse_0.7_Mut_0","codetiming._timers","1615374761151616657","178","121474930585","0.8529411764705882","11","77","11","77","0","0","","False",""
"Init_Reuse_0.7_Mut_8","codetiming._timer","1615375681833796904","0","8180525672","1.0","7","66","6","58","1","8","","False",""
"Init_Reuse_0.9_Mut_4","codetiming._timer","1615375321484408994","0","7318755944","1.0","5","41","5","41","0","0","","False",""
"Init_Reuse_0.9_Mut_0","codetiming._timer","1615374865720337622","0","6609866562","1.0","6","53","6","53","0","0","","False",""
"Init_Reuse_0.5_Mut_8","codetiming._timers","1615375555575451766","231","121145315201","0.8529411764705882","10","73","7","54","3","19","","False",""
"Init_Reuse_0.9_Mut_8","codetiming._timer","1615375768856559121","14","18219855844","1.0","9","72","8","63","1","9","","False",""
